,Text,label
2476,අම්මෝ සමදරාට තරහ යන විදියට හරියට බෝම්බයක් පිපිරුණා වගේම තමයි. අමුතුවෙන් පිපිරෙන්න දෙයක් නැහැ.,NEGATIVE
2477,හොද වැඩේ.,POSITIVE
2478,ගමේ මිනිස්සුන්ගෙන් ගුටි නොකා බේරුණ එක ලොකු දෙයක්.,POSITIVE
2479,තාත්තා කෙනෙක් නේද ලැජ්ජ නැද්ද ඔය වගේ වැඩ කරන්න.,NEGATIVE
2480,මේ වගේ අයට ප්‍රසිද්ධියේ දඩුවම් දිය යුතුයි.,NEGATIVE
2481,සමදරා කියලා මේ පිරිමි කෙනෙක් ගැහැණු කෙනෙක් විදියට ලියනවා වගෙයි. මොකද ගැහැණු වන අපිටත් පිරිමි ඉන්නවා. ඒ අය මේ වගේ නෙමෙයි.,NEGATIVE
2482,මේවා මිනිසුන්ට තේරෙනකොට පරක්කු වැඩිවෙලා තිබේවි,NEGATIVE
2483,ඇමරිකාව ඇතුළු යුරෝපයේ ආත්මාර්ථකාමී වැඩ නිසා මේ සුන්දර ලෝකය විනාශ වෙනවා. මතුපිටින් ලස්සනට පෙන්නාගෙන හිටියට ඒ රටවල පරිසර දුෂණය හරි ඉහළයි,NEGATIVE
2484,ලක්මාල් ආවට ගියාට වචන හසුරුවන්න එපා. ටිකක් හොයලා බලලා වචන හසුරුවන්න. දන්නා කෙනා දන්නවා පරිසර දූෂණය ඉහල මොන රටවලද කියලා.,NEGATIVE
2485,ලක්මාල් මේකට වැඩිපුර වග කියන්න ඕනේ චිනයයි ඉන්දියාවයි,NEGATIVE
2486,බය වෙන්න එපා ඊට කලින් පව් ටිකක් පුරවාගෙන මිනිහ වලපල්ලේ,NEGATIVE
2487,ලොකුම මෝඩ කොමෙන්ට් එක දාල තියෙන්නෙ ආනන්ද දොඩංගොඩයි. උණුසුම වැඩිවන විට ශුක්‍රාණු අඩුවෙලා ජනගහනය අඩුවෙනවා. සෙල්සියස් එකකින් දෙකකින් වැඩිවුනොත් පිරිමි විශාල පිරිසක් වද භාවයට පත්වේවි. ලිංගික සම්බන්ධනම් දැනුත් ඕනතරම් සිද්ධවෙනවා.,NEGATIVE
2488,අපේ ලංකාවේ නම් මොනවා නැතත් ජනගහණය නම් වර්ධනය වෙනවා. සීතල වුණත් රස්නේ වුණත් දෙවියන්ගේ පිහිටෙන් ඇස්වහක් කටවහක් නැහැ.,POSITIVE
2489,බොරු කයිය ගහන්නේ නැතිව ගහක් හිටවන්න.,NEGATIVE
2490,අවුරුදු 100කින් හරි වඳවෙලා යන එක ගැන මම නම් සතුටුයි,POSITIVE
2491,ලක්මාල්ට වැරදිලා. අවාසනාවට පරිසර දූෂිත රටවල් වලින් පළමු රටවල් දාහතරම තියෙන්නේ ආසියාවේ සහ අප්‍රිකාවේ.,NEGATIVE
2492,එ්ක හොඳයි. මොකද දන්නවද අනිත් සත්තුන්ට නිදහසේ ඉන්න පුළුවන් එතකොට.,POSITIVE
2493,එක පන්තියේ හිටපු සහෝදරයෙක් හැටියට රාජා නානායක්කාරට පාසල වෙනුවෙන් කරන උදාර සේවයට හද පිරි ගෞරවය සමඟ උණුසුම් සුභපැතුම් පිරිනමමි.,POSITIVE
2494,එක පන්තියේ හිටපු සහෝදරයෙක් හැටියට රාජා නානායක්කාර පාසැල වෙනුවෙන් කරන උදාර සේවයට හද පිරි ගෞරවය සමග උණුසුම් සුභපැතුම් පිරිනමමි.,POSITIVE
2495,මටත් ඒකමයි හිතුනේ.,POSITIVE
2496,ඉතා හොඳ වැඩක්. ජයවේවා!,POSITIVE
2497,පාසල් මෑණියන්ට කරන ලොකුම කළගුණ දැක්වීමක්,POSITIVE
2498,අපගේ ආචාරය මහින්ද වෙනුවෙන්,POSITIVE
2499,"ඔබගේ මෙම මහගු උත්සාහයට ආදී මහින්දීයයක් විදිහට හර්දයාංගම ස්තුතිය පුදකර සිටිමි .""ලෝපතල කීර්ථියෙනි වේ ජයම දිනදිනා""මේ මහින්ද ශාස්ත්‍ර ශාලා කීර්තියෙනි වැජඹේවා.",POSITIVE
2500,"ඔබගේ මෙම මහගු උත්සාහයට ආදී මහින්දීයයෙක් විදිහට හෘදයාංගම ස්තුතිය පුදකර සිටිමි .""ලෝපතල කීර්ථියෙනි වේ ජයම දිනදිනා""මේ මහින්ද ශාස්ත්‍ර ශාලා කීර්තියෙනි වැජඹේවා...",POSITIVE
2501,මහින්ද ආදී සිසුවෙකු වශයෙන් මගේ ආචාරය,POSITIVE
2502,රාජා ඉතාම ශ්‍රේෂ්ඨයි .උගත් අප පාසලට මෙවන් සේවයක් කිරීම ගැන ප්‍රශංසා හිමි වේවා .,POSITIVE
2503,මහින්ද විද්‍යාලය අහම්බයක් නොවේ. එය රාජා නානායක්කාර වැනි සමාජ යහපතම පැතූ මිහිඳු පුතුන් සහ ගාලු පුතුන්ගේ ධන පරිත්‍යාගවලින් බිහිවූවක්. එවන් පුතුන් රටට දායාද කළ මව් පියන් බුහුමන් ලැබිය යුතුමය.,POSITIVE
2504,මහින්ද විද්‍යාලය අහම්බයක් නොවේ. එය රාජා නානායක්කාර වැනි සමාජ යහපතම පැතූ මිහිඳු පුතුන් සහ ගාලු පුතුන්ගේ ධන පරිත්‍යාගවලින් බිහිවූවක්. එවන් පුතුන් රටට දායාද කළ මව් පියන් බුහුමන් ලැබිය යුතුමය.,POSITIVE
2505,රට සංවර්ධනය වෙන එකයි අපේ එකම පැතුම,POSITIVE
2506,ජයවේවා! සුබ පැතුම්!,POSITIVE
2507,මොනතරම් හොඳ වැඩක්ද?,POSITIVE
2508,අර දුප්පත් ළමයි ටිකකට / දුප්පත් පාසලකට යන්න තරම් මේ මිනුස්සු සංවේදී නෑ. ඔක්කොම ප්‍රසිද්ධියට තමා,NEGATIVE
2509,බොහොම හොද දෙයක් මේ මහත්මයා කරලා තියෙන්නේ . මාතෘකාවට අදාලව උසස් ප්‍රතිචාර ඒවා තිබෙනවා අපේ මිතුරන් සියලු දෙනා.,POSITIVE
2510,රිච්මන්ඩ් වරයකු ලෙස සුබපතමි .,POSITIVE
2511,රිච්මන්ඩ්වරයකු ලෙස සුබපතමි !!!!!,POSITIVE
2512,මගේ උනුසුම් සුබ පැතුම්.,POSITIVE
2513,වැඩ නම් ඉතාම හොදය. එ්ත් පොඩි පාසල් කීපයකට අත දෙන්න තිබුන.,POSITIVE
2514,මම හදවතින්ම මහින්දෙට ආදරෙයි,POSITIVE
2515,මේක රජයෙන් හැදුවා නම් කෝටි 25ක බිලක් දාල දෙයි. කොයි රජයකින් උනත් බිල නම් එකයි,NEGATIVE
2516,සුබ පැතුම්!,POSITIVE
2517,මේවා ස්පා මුවාවෙන් කරන ගණිකා ආයතන. ඒවා වලට පොලිසිය පනින්නේ නෑ. ස්පා කෙල්ලෝ ගොඩක් ගණිකාවෝ. එයාලා දවසට 5000ක් විතර හොයාගන්නවා. මේ ජොබ් එක රටෙන් තුරන් කරලා දන්න ඕන. මේකෙන් ඒඩ්ස් හැදෙනවා වැඩයි.,NEGATIVE
2518,මේ තැනක වැඩකරන තරුණියක් අපේ ගමේ ඉන්නවා. පුදුම උද්දච්චකමක් තියෙන්නේ. සමහරු හිතන්නේ මේ උදවිය හරි අහිංසකයි කියලා.,NEGATIVE
2519,අපෝයි ඔව්. මේවායේ ඉන්නේ කඩුලු හතෙන්ම පැනපු කට්ටිය. සල්ලි තියනවා නම් සීයාකෙනෙකු හරි කමක් නැහැ. හැබැයි සමාජයේ පෙනී සිටින්නේ හරියට බැංකු විධායක නිලධාරිනියන් ගනකාධිකාරිනියන් වගේ ඇඳ පැළඳගෙන.,NEGATIVE
2520,එරන්ද පුතා දන්නේ නැහැ මේ තැන් වල වැඩකරන බවලතුන් ගැන. නිකම් හරි පාරේදී මුණ ගැහුනාම කියන්නේ තමන්ගේ අසරණකම සහ අහිංසක නිසා මේකට අහුවුණ විදියට. නමුත් මේගොල්ලන්ගෙන් බහුතරයක් හරිම කපටියි. අපේ ගමේ එක්තරා උගත් හැදිච්ච තරුණ පුතෙක්ව මේ රැකියාව කරන තරුණියක් රවටා ගත්තේ බැංකුවේ වැඩකරනවා කියලා. සැකයක් නොසිතෙන්න මේ කපටි අම්මණ්ඩි බැංකුවේ වැඩ සහ විස්තර දැනගෙන තියෙන්නේ තමන් සොයාගෙන නිතර එන බැංකු විධායක නිලධාරියෙකුගෙන්. කවදාවත් ගුරුවර තරුණයාට තමන් වැඩකරන තැනට එන්න නොදී යෝජනාවක් කපුවෙක් ලවා එවලා ඉක්මනට බඳින්න ඕනෑ කියලා. දැන් ඉතින් මොනවා කරන්නද?,NEGATIVE
2521,මමත් කියන්නේ මේ තරුණියන් හරිම කපටියි. අපේ ඥාති අයියා කෙනෙකුට පත්තරෙන් ආපු විවාහ යෝජනාවකින් හමුවුණ මේ රැකියාව කරන තරුණියක් කිව්වේ කොළඹ පිළිගත් පුද්ගලික ආයතනයක වැඩ කියලා. ඔය යෝජනා වලින් විවාහ වෙන්න යන උදවිය කරුණාකර හොඳට සොයා බලන්න .,NEGATIVE
2522,මේ ගැහැණුන්ට සල්ලි ඇරෙන්න වෙන දෙයක් ඕනෑ නැහැ. කාර්යාලයේ මගේ මිතුරියකගේ පොහොසත් සැමියාව රවටාගත් මේ උඩැක්කියක් දැන් එයාගේ අනියම් බිරිඳ බවට පත්වෙලා. අර අශිලාචාර ගැහැණියගේ ගමේ මුළු පවුලම නඩත්තු කරන්නේ මිතුරියගේ සැමියාගේ මුදලින්. ඒ මිතුරියගේ ජීවිතයම දැන් ගිනි ගොඩක්.,NEGATIVE
2523,මට නම් ඔය බොරුවට තමන් හරිම අහිංසකයි අසරණයි කියල පෙන්නගෙන ලෝකේ කාලා වතුර බොන බවලතුන්ව පේන්න බැහැ. මගේ යාළුවෙක්ව ස්පා එකක වැඩ කරන සක්කරවට්ටමකට අහු වෙන්න ගිහින් අපි පුදුම උත්සාහයක් කරලා බේරා ගත්තේ.,NEGATIVE
2524,කාලකන්නි ජොබ්. මිට වැඩිය හොඳයි චරිතේ තියාගෙන පාරේ හිඟාකෑවා නම්,NEGATIVE
2525,හරි දැන් මේ බවලතුන් හරි හොඳයි කියන කට්ටිය කියන්නකෝ තමන්ගේ බිරිඳ දුව සහෝදරි මේවගේ තැනක වැඩ කරනවට කැමතිද කියලා. නැහැ කියන්න එපා. මොකද ඔයාලා මෙතන ලියලා තියෙන්නේ මේක ලංකාවේ අහිංසකම චරිතවත්ම බවලතුන් කරන රැකියාව වගේ,NEGATIVE
2526,ෂේන් කියන දේ හරි,POSITIVE
2527,මහා ජරා රස්සාවක්. හොද විවාහයක් කර ගන්නත් බැහැ,NEGATIVE
2528,අද තිබෙන ආර්ථික අපහසුකම් නිසා හොඳ ආදායමක් ලබන්න පුළුවන් නිසා මේ ස්පා වල වැඩ කරන්න කෙල්ලො යනවා.,POSITIVE
2529,උතුම් යතිවරෙයක්,POSITIVE
2530,ඔබතුමා හෙළ අපිට වාසනාවක්.බොහොම පින්.දීර්ඝායු ලැබේවා!,POSITIVE
2531,ඔවු. විශාල සේවයක් ඔබෙන් වෙන්නේ.සියලු දෙනා අගය කළයුතුයි,POSITIVE
2532,ඔබ වැන්නවුත් අපේ රටට වාසනාවක්,POSITIVE
2533,ඔබතුමාට දීර්ඝායුෂ ලැබේවා!,POSITIVE
2534,දීර්ග ආයුෂ ලැබේවා!,POSITIVE
2535,ඔබට දීර්ඝායු වේවා...ඔබ වගේ මහත්මා ගතිගුණ ඇති පොළොවේ පය ගසා ජිවත් වෙන මිනිස්සු මේ ලෝකේ අඩුයි. ඔබ වගේ සිංහල මනුස්සයෙක්ගේ හොඳ ගතිගුණ වලට අපි සමැදා ගරු කරනවා..ඔබට බුදු සරණයි..දෙවි පිහිටයි .,POSITIVE
2536,දක්ෂ වෛද්‍ය වරයෙක් ඔහුට දිර්ඝායුෂ ලැබේවා.,POSITIVE
2537,මටත් ආසයි සර්ප මන්ත්‍ර ඉගෙන ගන්න.,POSITIVE
2538,මේ වගේ ලිපි පල කරනවාට ලංකාදීපයට ස්තූතියි.,POSITIVE
2539,නොදන්නා ගොඩක් දේ මේ තුලින් දැන ගත්තා.,POSITIVE
2540,වැදගත් ලිපියක්.,POSITIVE
2541,ජීවිතයක් බේරා ගැනීම තරම් පින්කමක් මේ ලොව තවත් ඇද්ද. පියාණෙනි ඔබ නිවන් සුවයෙන් සැනසේවා. ඔබට දිගාසිරි.,POSITIVE
2542,මමත් ඔබතුමාට දීර්ඝායුෂ පතන අතරම එසැණට පින් මෙවැනි දේ පළකිරීම පිළිබඳව,POSITIVE
2543,ඔබතුමාට දීර්ඝායුෂ ලැබේවා!,POSITIVE
2544,ඔබතුමා මේ කාලේ පහල වු බුදු කෙනෙක්. ඔබ තුමාට නිදුක් නීරෝගී සුවයත් දීර්ඝ ආයුෂත් ලැබේවා,POSITIVE
2545,මම ගොඩක් අගය කරනවා මෙවැනි ලිපියක් පළකිරීම සම්බන්ධයෙන්...ලංකාදීප පුවත් පතින් මින් ඉදිරියටත් මෙවැනි ලිපි අපි බලාපොරොත්තු වෙමි .,POSITIVE
2546,කොහොම කිවුවත් වෛද්‍ය විද්‍යාවට සුව කරන්න බැරි දේවල් මේකෙන් පුලුවන් හොඳ කරන්න,POSITIVE
2547,දිර්ඝායුෂ ලැබේවා ඔබතුමාට!,POSITIVE
2548,වටිනා මැණිකක්. ඔබතුමාට බුදුසරණයි,POSITIVE
2549,බොහොම පින්.දීර්ඝායු ලැබේවා! ,POSITIVE
2550,අපේ ආයුසත් අරන් තව බොහෝ කල් ජීවත් වේවා....,POSITIVE
2551,ඔබ දෙපලට දීර්ග ආයුෂ ලැබේවා ! මතු උපදින ආත්මයකදීත් අසරණයන්ට සේවය කිරීමට ශක්තිය වාසනාව ඇතිව ආත්මයක් ලැබේවා.,POSITIVE
2552,ඔබ දෙපලටම දිර්ඝායු වේවා!!,POSITIVE
2553,නුතන විද්‍යාවට හසුකරගන්න බැහැ මෙතන වෙන දේවල් සිල්වාගේ ප්‍රශ්නය වැරදියි,NEGATIVE
2554,ගොඩක් පින්,POSITIVE
2555,ඔහු මිනිස් වෙසින් සිටින දෙවියෙක්,POSITIVE
2556,ජයවේවා.අප ඉතාම අගය කරන සාධාරන අපක්ෂපාත රජ්‍ය සේවකයෙක්.,POSITIVE
2557,මමත් මෙවර ඡන්දය පාවිච්චි කරන්න ඉන්නෙ ජනතා විමුක්ති පෙරමුණට. අනිත් ප්‍රධාන පක්ෂ දෙකම කරන්නෙ බොරුව බව පේනව. බලයට ආවට පස්සෙ දුන්න පොරොන්දු එකක්වත් ගැන තැකීමක් නෑ. බලයට ආපු වෙලේ ඉදන් බලන්නෙ හම්බ කරන්නෙ කොහොමද කියල.,NEGATIVE
2558,මේ පක්ෂය විතරයි මේ රටට ආදරේ. සියලුම දෙනා එකතු වෙලා අපි යවමු රතු කොල්ලෝ කෙල්ලෝ ටිකක් රටට වැඩ කරන්න.,POSITIVE
2559,ගොඩක් හොද වැඩක්,POSITIVE
2560,කව්රු කොහොම කිව්වත් රටට ආදරේ කරන එකම පක්ෂය මේක විතරයි. එහෙම පක්ෂයක් වෙනුවෙන් ජන්දේ දෙන්න,POSITIVE
2561,කවදත් හොඳදේ කරන පක්ෂයට මෙවර සහයෝග වැඩිවෙයි . ජයවේවා ජයවේවා !,POSITIVE
2562,උගත් බුද්ධිමත් අයට තැනක්දෙන ජ වි පෙට රටේ එක ගෙදරකින් එක ඡන්දයක් වත් ලබාදෙන්න කාරුණික වන්න.ජවිපෙ ජය යනු රටේම ජයග්‍රහනයක් බව අවධාරනය කරගන්න.,POSITIVE
2563,රටේ අනාගතය පිළිබඳ සිතනවා නම් අපේ ජන්දයට වැඩි වටිනාකමක් බලාපොරොත්තු වෙනවනම් දිය යුත්තේ ජවීපෙට තමා,POSITIVE
2564,උගතුන්ට තැන දීම ගොඩක් හොඳ තීරණයක්.,POSITIVE
2565,ජනතා අපේක්ෂා තේරුම්ගෙන එයට අනුකූලව කටයුතු කරනු ලබන ජනතා විමුක්ති පෙරමුණේ නියෝජිතයින් හට වැඩි පාර්ලිමේන්තු නියෝජනයක් ලබාදිය යුතුයි.උගත් බුද්ධිමත් අයට තැනක්දෙන ඔවුන්ට එක ගෙදරකින් එක ඡන්දයක්වත් ලබාදෙන්න. උගතුන් පිරිසක් සමඟ රට ඉදිරියට ගෙනයන්න අපි ඔවුන්ට සහය වෙමු.,POSITIVE
2566,මමත් මෙවර ඡන්දය පාවිච්චි කරන්න ඉන්නෙ ජනතා විමුක්ති පෙරමුණට.ජවිපෙ නැතිනම් අදටත් අපි පොලවේ පය ගහල ඉවරයි.,POSITIVE
2567,රටට ආදරය කරන සැබෑ මිනිසුන්ගේ පක්ෂය ජනතා විමුක්ති පෙරමුණයි. අපේ දේශයේ හෘදසාක්ෂිය! --- දිනේවා මවුබිම ශ්‍රී ලංකා ---,POSITIVE
2568,හෙට දිනේ රට බාර දෙන්න සුදුසුම අය ජවිපෙ .මට හැකි පමණින් මිනිසුන් දැනුවත් කර ඒ සඳහා මාවත සකසනවා .ජවිපෙ ඔබලාට ජයෙන් ජයම වේවා .මන්ද ඔබලාගේ ජයග්‍රණය අපේ ජයග්‍රහණයක් නිසා,POSITIVE
2569,රට විනාශ කල මිනීමරුවන් පිටු දකිමු.,NEGATIVE
2570,කව්රු මොනවා කීවත් රට බේරාගැනීමට ඇති එකම විකල්පය ජවිපෙ විතරයි. එනිසා අපේ යුතුකම ඉටු කරමු.,POSITIVE
2571,රටේබහුතරයක් ජේ.වී.පි හොද බව දන්නවා. නමුත් අපේ ජනතාව ඡන්දය දෙනකොට එක අමතක කරලා අයෙත් අමාරුවේ වැටෙනවා,NEGATIVE
2572,එජාපයේ ජය නම් ස්ථිරයි මට.,POSITIVE
2573,හොඳයි හොඳයි. ඔහොම යමු!,POSITIVE
2574,මම හිතනවා මේ ගමන ජනතාව නුසුදුස්සන් ගෙදර යවාවි කියලා,POSITIVE
2575,සන්ධානයට ජය. මම කියන්නේ.,POSITIVE
2576,හම්බන්තොට පරදින එක ගැන රාජපක්ෂලා ලැජ්ජා වෙන්න ඕනේ...,NEGATIVE
2577,රනිල් අගමැති වෙයි . මහින්ද අාවේ නැතිනම් සියලු ප්‍රගතිශීලී බලවේග සමග නිදහස් පක්ෂයට ජයග්‍රහණය කිරීමේ වැඩි ඉඩක් තිබුනා ඒත් මහින්ද එ්ක විනාශ කරා,NEGATIVE
2578,හොරු නැති රටක් අන්තිමට අපිට ඕනේ,POSITIVE
2579,අපිට ඕන අපේ රටට ආදරේ කරන රට රකින පිරිසක්.,POSITIVE
2580,මේක නම් මාර හිනායන කතාවක්.,POSITIVE
2581,පුතාගේ එස්එම්එස් එක අම්මා බලපු එක නම් හොඳ වැඩක් නොවෙයි.,NEGATIVE
2582,මේක නම් නියම කතාවක්,POSITIVE
2583,යහපත් පුතෙක්. එස්.එම්.එස්. බැලුවා කියලා අහිංසක අම්මාට කඩාපැන්නෙ නැහැ.,POSITIVE
2584,පවුලක දරුවන් සහ දෙමවුපියන් අතර පුළුල් සම්බන්ධයක් තිබීම එම පවුලේ දියුණුවට තදින්ම බලපානවා. දරුවන් තුළ දෙමාපියන්ට සඟවන තරමේ රහස් තිබෙන්න බැහැ. එහෙම තිබෙනවා නම් ඒවා දෙමාපියන් අනුමත නොකරන ඒවා වියයුතුයි. දෙමාපියන් අනුමත නොකරන ක්‍රියාවලින් වැළකී සිටීම බුද්ධිමත් සහ දෙමාපියන්ට ආදරේ ඇති දරුවන්ගේ යුතුකම සහ වගකීමක් වෙනවා. මෙතනදී මවත් නිවැරදියි. පුතුත් නිවැරදියි. ආදර්ශමත් පවුලක ඇතිවූ සිද්ධියක්.,POSITIVE
2585,ලස්සන කතාවක්.,POSITIVE
2586,මෙය ඇත්තටම රසවත්. අපිට හැමදාමත් දකින නොවටිනා ඒවගෙන් මිදුන රසබර ආස්වදාත්මක අගනා කතාවක්. ස්තුතියි ක්‍රිස්ටෝපර්.,POSITIVE
2587,අපේ අයගේ අදහස් නම් මරේ මරු.,POSITIVE
2588,"ඉස්සර කිව්වේ ""ටික්කො"" කියලා. දැන් බාප්පල වෙලා. ඒක ලස්සනයි.",POSITIVE
2589,දුම්රිය දෙපාර්මේන්තුව පාඩුවෙනවා කියන එක අහන්න දෙයක්ද මේ වගේ අය අපේ රටේ ඉන්නකොට.,NEGATIVE
2590,රූපවතී පණ්ඩිතයි. පණ්ඩිතයන්ට ඒ දණ්ඩේ යන්න බැලු.,NEGATIVE
2591,රුපවතී ගේ අදහස්වලට මමත් එකගවෙනවා.,POSITIVE
2592,මේක නම් නියම කතාව!,POSITIVE
2593,නිම්මි සුජා කෙල්ලේ? දැන් පෝරුවට ගොඩවෙන්න අතින් අල්ලාගෙන යන්න කෙනෙක් හොයනවා කිව්වා නේද ? ඊට කලින් ඉවසීම කියන එක ටිකක් ප්‍රගුණ කරගන්න වෙයි. නැතිනම් නැන්දම්මා කෑල්ල බුවල්ලක් සුද්දකරලා දොර මුල්ලෙන් තියාගන ඉදියි. ඔය තරමට කේන්ති ගත්තොත් හැම එක්කෙනාම එක්ක පැටලෙන්න ගියොත්,NEGATIVE
2594,ශෝක් කතාව මරේ මරු,POSITIVE
2595,ඇතැම් දෙමාපියන් තමන්ගේ දරුවන්ට මෙවැනි දේ කරන්නේ ඇයි. මේ වගේ අයට රජය දැඩි දඩුවම් දිය යුතුයි.,NEGATIVE
2596,ආසියාවේ ආශ්චර්යය ශ්‍රී ලංකාවයි.,POSITIVE
2597,දින තුනකින් හරි පනපිටින් සොයා ගත්තු එක ලොකු දෙයක්,POSITIVE
2598,ජාති ජාතිත් මෙවැනි ගැහැණුන්ට දරුවන් නොලැබේවා. !,NEGATIVE
2599,වාසනාවන්ත පුතෙක් අපරාදය කලවුන්ට නියම දඩුවම් ලැබේවා. !,NEGATIVE
2600,මෙහෙම කළ එවුන්ව පණපිටින් පුච්චන්න ඕනේ.,NEGATIVE
2601,මේවා කරන අයට මිරිස් අඹරන්න ඕනෑ. කිරිසප්පයන්ට කරන අපරාධ .,NEGATIVE
2602,හදන්න බැරිනම් අපිට දීපල්ලකෝ තැන් තැන් වල දන්නේ පව්කාරයෝ,NEGATIVE
2603,උපත් පාලනය ගැන උගන්නවන්න යනකොට සංස්කෘතිකයේ සදාචාරයේ අයිතිකාරයෝ විරුද්ධ වීමේ ප්‍රතිඵල තමයි මේ.,NEGATIVE
2604,අවජාතක දෙමාපියෝ !!!!!!!!!!!!!!!!!,NEGATIVE
2605,හැමදේටම රජයට බණින මෝඩයෝ ඉන්නෙ ලංකාවේ විතරයි. ඇයි මේ දේ කළේ රජයෙන්ද නැතිනම් වෙන කෙනෙක්ද ?,NEGATIVE
2606,පවක පිනක වෙනස දන්නේ නැති මිනිස්සු,NEGATIVE
2607,ලංකාවේ මිනිස්සුන්ට මේ වගේ දේවල් කරන්න පුලුවන්ද දෙයියනේ. තිරිසන් සතෙක් උනත් තමන්ගේ පැටියට ආදරෙයි. මේ ආත්මෙදිම මේ කරපු පව පල දෙන්න ඕනේ.,NEGATIVE
2608,මතු ආත්මයක දරුවන් නොලැබේවා. ගල් ගහන්න ඔය අම්මට,NEGATIVE
2609,බුදු සරණයි පුතේ නුඹට .,POSITIVE
2610,මට මෙය පිළිකුලක්,NEGATIVE
2611,ආදර‍යේ උල්පත වූ අමිමා.............ගී‍යෙහි අරැත ‍බොද වී යන වගයි.........,NEGATIVE
2612,ඔය වගේ අම්මලට සීනි දාලා වෙඩි තියන්න ඕනේ කූඹි කාලා මැරෙන්න.,NEGATIVE
2613,කපන්න ඕනේ.,NEGATIVE
2614,අනේ මෙහෙමත් අම්මලා. දෙන්න එපා දරුවා අම්මට,NEGATIVE
2615,ඔය අම්මණ්ඩිගේ කිරිත් විස ඇති. මෙහෙමත් අම්මලා. ප්‍රේත වස්තුවට තවත් කතාවක් මේක. හරිම අප්‍රසන්නයි.,NEGATIVE
2616,ඔයවගේ ගෑණු ලංකාවෙන් තුරන් කරන්න ඕන. අපේ රටට ආදර්ශයක් වෙන්න ලංකාවේ කියන්නත් පිළිකුල්.,NEGATIVE
2617,එයා කළ අපරාධයට බුද්ධාගමේ හැටියට මේ ආත්මයේදීම පඩිසන් දෙනවා.,NEGATIVE
2618,.මෙවන් දේවල් ඇසීමට නොලැබේව ..!!!!,NEGATIVE
2619,ඩිල්ශාන් හරි.,POSITIVE
2620,මොවුන්ට නිසි දඩුවම් දිය යුතුයි.,NEGATIVE
2621,මේ වගේ දේවල් වලට රජයට බැනලා වැඩක් නැහැනේ. මොකද රජය කියලා නැහැ අනියම් සම්බන්ධකම් හදාගෙන ළමයි බිහි කරන්න කියලා. සමහරුන්ට ප්‍රශ්නයක් හරියට තේරුම්ගන්නවත් බැරි බව තමයි මට නම් පේන්නේ. කොහොම වුනත් මේ වගේ ගෑණුන්ට නම් නිසි දඩුවම් ලැබෙන්න ඕනෑ.,NEGATIVE
2622,ඩිල්ශාන්ට පිස්සු. මේක එහෙම එකක් නෙවෙයි. හොරකම වහගන්න කළ දෙයක්. සංස්කෘතියට පටහැනි නිසා.,NEGATIVE
2623,දරුවගේ තාත්තට හෙන ගහලද ? ඒකා කොහේ ගිහින්ද ? ඒ කාලකණ්ණියාට දරු කැක්කුමක් නැද්ද ?,NEGATIVE
2624,අම්මයි තාත්තයි දෙන්නම අල්ලලා නිසි දඩුවම් දිය යුතුයි.,NEGATIVE
2625,ඩිල්ශාන් ඔබ හරි. ඔබ සදහන් කල කරුණුත් මේවට බලපානවා.,POSITIVE
2626,මරන්නම ඕන කපල නෙවෙයි.,NEGATIVE
2627,යකෝ. දිල්ශාන්ට ආච්චි වැහිලද ? ළමයි හදලා කැලේ දාලා යන එකටත් රජය පලිද ? එහෙනම් ‍හැම අම්මම දරුවෝ කැලේ දාලා යන්න ඔ්න ආර්තික ප්‍රශ්න කියලා. ඩිල්ශාන් හරි කියලා තියෙන්නේ ප්‍රශ්නේ මොක වුනත් ආණ්ඩුවට ගහන්න බලාගෙන ඉන්න රනිල්ගේ එහෙයියෝ ටිකක්.,NEGATIVE
2628,රූපවතී ඔබ හරියටම හරි.,POSITIVE
2629,රුපවති අක්කේ සමහර ගැහැණු උදවිය නහින දෙහින කාලෙත් හිතන්නේ ගැටිස්සියෝ කියල.,NEGATIVE
2630,කොන්දොස්තරගේ වැරැද්ද. සීට් ගානට මගීන් ගත්තනම් මිනිස්සු හිටගෙන යන්නේ නැහැනේ (බ) .,NEGATIVE
2631,කාන්තා හිංසනය පිටු දකිමු !!,POSITIVE
2632,ඔබ වැරදියි අක්කේ,NEGATIVE
2633,දිනපතා බස් වල ගමන් ගන්නා අය මේ ගැන හොදට දන්නවා කොහොම වුණත් ගොඩක් පිරිමි හරියට බස් එකක යන්න නම් දන්නේ නෑ,NEGATIVE
2634,අපේ රටේ ඉන්න මිනිසුන් ගැබිණි මවක් බස් එකක හිටගෙන යනකොටත් අහක බලාගෙන යන මිනිසුන්නේ.නැත්නම් බොරුවට නිදි.කව්රුවත් ඒ අසරණයාගේ පැත්තට කතා කරන්ඩ ඉඳලා නැහැනේ.,NEGATIVE
2635,හොද වැඩේ.,POSITIVE
2636,සමහර කාන්තාවෝ ඉන්නවා නිකම් අත වැදුනත් ඇති බෙරිහන් දෙන්න.,NEGATIVE
2637,මේ කාන්තාව කළ දේ මම නම් අනුමත කරනවා,POSITIVE
2638,අනේ අම්මපා මෙහෙමත් මිනිස්සු!,NEGATIVE
2639,ලැජ්ජ නෑනේ අපේ මිනිස්සුන්ට.,NEGATIVE
