Id,Text,Class,Filtered_sentence
975,අද ඔබ කොතැනද අද මා කොතැනද දන්නේ නෑ ඔබ මටත් හොරා ජීවන මහමග සටන් වැදී ඇත නාඳුනනා පෙම්වතුන් වෙලා  මේ ඉරහඳ යට හමුවී ආදරයෙන් කතා කරපු අය සෙනේ වඩපු අය ළඟපාතකවත් නෑ  LakFM,Neutral,අද ඔබ කොතැන අද මා කොතැන ද ඔබ ම හොර ජීව මහමග සට වැද ඇත නාදුන පෙම්වත වෙ ඉරහද යට හමුව අදර කතා කර අය සෙන වඩ අය ලගපාතක 
976,කෝටි කට අධික හෙරොයින් තොගයක් සමඟ පුද්ගලයෙක් අත්අඩංගුවට ,Neutral,කෝටි කට අධික හෙරොය තොගය පුද්ගලය අත්අඩංගුව
977,සුළු වලියෙන් පසුව ඩ්‍රයිවර් මහතා අධික වේගයෙන් බසය ධාවනය කරන්නේ වලියට ආ අනිත් මගියාගෙන් පළි ගන්නට විය යුතුය  ඒත් මගියා බසයෙන් බැස ගොසිනි•,Neutral,සුල වලි පස ඩ්‍රයිවර මහත අධික වේග බසය ධාවන කර වලිය අනි මගි පලි ගන්න විය යුතු එත් මගි බස බැස ගොසිනි•
978,සිනමා පටයක මෙන් කෙන්යාවේ ත්‍රස්තවාදීන් මෙල්ල කළ සුපිරි වීරයා ,Neutral,සිනම පට කෙන්ය ත්‍රස්තවාදී මෙල් කල සුපිරි වීර
979,  මං මගේ අදහස කිව්වේ ඉතිං 😂,Neutral,මං මගේ අදහස කිව් ඉතිං 😂
980,වසන්ත සෘතුව වෙත වර්ෂයක් හිමි නැත එහෙත් මල් මෙන් පත්ය  හැම තැන සිසිරයේ හිම මල්ය  සුළඟ හා පැන යන   අමාලි මුණසිංහ උදුවප් ,Neutral,වසන්ත සෘත වර්ෂය හි නැත මල් පත් හැම තැන සිසිර හිම මල් සුලග පැන අමාලි මුනසිංහ උදුවප
981, කොටු පනින්න බෑග් අරන් යන්නෙ අහවල් එකාද බොල  😂,Neutral,කොට පනි බෑග අර යන්න අහ එකා 😂
982, මේ කොටු පනින්න යන ගමනක් වෙන්ටෑ 😂😂😂,Neutral,කොට පනි ගමන වෙන්ටෑ 😂😂😂
983,හැමොගෙම ජිවිත වෙනස් වේන්න එක තප්පරයෙක් ඇති 💡මේ මුලු ලෝකෙටම විශෙශ්ෂ කෙනෙක් වේන්න brothers,Neutral,හැමොගෙ ජිවිත වෙනස වේ එක තප්පරය 💡මේ මුල ලෝකෙට විෂෙෂ්ෂ කෙන වේ 
984, මම BnS ලඟට ආවෙ ග්‍රැෆික් ඩිසයිනර් කෙනෙක් විදිහට – හැමෝම ඉදිරියේ දිනේෂ් BnSලට වැඳපු වීඩියෝව මෙන් ,Neutral,මම  ලගට අවෙ ග්‍රැෆි ඩිසයිනර කෙන විදිහ – හැමෝ ඉදිරි දිනේෂ ල වැද වීඩියෝ
985,රුපියල්  කට කෑම බීම සියල්ල සමගින් පිහිනන්න දුවන්න පනින්න ජල ක්‍රීඩා කරන්න මුළු පවුලටම හිත ,Neutral,රුපියල කට කෑම බීම සියල් සමග පිහින දුව පනි ජල ක්‍රීඩ කර මුල පවුලට හිත
986,රාජපක්ශ යුගයේ ඝාතනය වූ ලසන්ත පිලිබඳ ඝාතන පරීක්ශන මුළු මනින්ම නොමග යවන්න කළ තවත් සැලසුමක්  ,Political,රාජපක්ෂ යුග ගාතන වූ ලසන්ත පිලිබද ගාත පරීක්ෂ මුල මනින් නොමග යව කල සැලසුම
987,නිලී වයස ගණන් කරන්නේ අධික අවුරුදු වලින්ද බං  yearchallege,Neutral,නිල වයස ගන කර අධික අවුරුද වලින් බං 
988, මුළු මුහුනම පෙන්නලා අපිත් එකක් දාමුද,Neutral,මුල මුහුන පෙන්න අපි එක දාමු
989,අනුංඟෙ කූඩුවල බිජු නොදමන්න  මුලු සංහතියක්ම රැකේවි ,Neutral,අනුංග කූඩ බිජ නොදම මුල සංහතියක් රැකේවි
990,තමන්ගේ නොහැකියාව සගවා ගැනීමට අනුන් හට චෝදනා නගන සම හරක් සිටින සමාජයකි මේ,Neutral,තම නොහැකියා සග ගැනීම අන හට චෝද නගන සම හර සිටි සමාජ
991,මිනීමැරුම් කට අධික ගණනක් සිදුකල ලෝක ඉතිහාසයේ මෙතෙක් බිහිවූ යකඩ ගැහැණියගේ බිහිසුණු කතාව ,Neutral,මිනීමැර කට අධික ගනන සිදුක ලෝක ඉතිහාස බිහිව යකඩ ගැහැනි බිහිස කතා
992,නුඹ කරන චෝදනා මුලු හිතම පාරනා අාදරේ සුසුම්  උඩු සුලගෙ පාවෙනා බය හිතෙන චෝදනා දුක එක්ක හැංගනා තාම උනුහුමයි ඇස් හඩන කාරනා,Neutral,නුබ කරන චෝද මුල හිත පාර අාදර සුස උඩු සුලග පාවෙ බය හිතෙ චෝද දුක එක්ක හැංග තාම උනුහුම ඇස් හඩන කාර
993,  මම පොස්ට් එකට අදාලව රිප්ලයි එක විතරයි දැම්මේ විස්වාසය හැමොම රකින්න ඕන,Neutral,මම පොස්ට එකට අදාල රිප්ල එක විතර දැම් විස්වාස හැමො රකි ඔන
994,මත් පෙති ලක්ෂයකට අධික ප්‍රමාණයක් අත්අඩංගුවට ,Neutral,මත් පෙ ලක්ෂයක අධික ප්‍රමානය අත්අඩංගුව
995,කාමරේ මුළු පුරා  නෙක පොත පත විසිරිලා මං ඔහේ ඉන්නව ඉතින් බල බලා 🎶😵,Neutral,කාමර මුල පුර නෙක පොත පත විසිර මං ඔහේ ඉන්න බල බලා 🎶😵
996,නුඹ කරන චෝදනා මුලු හිතම පාරලා😢 ආදරේ ඇයි මෙච්චර වේදනා 😢💔👇 ,Neutral,නුබ කරන චෝද මුල හිත පාරලා😢 අදර මෙච්චර වේද 😢💔👇
997,නායකත්වයව සහ කණ්ඩායම් පිලිබද ගෝඨාභය රාජපක්ෂගේ අදහස lka ,Neutral,නායකත්වය කන්ඩාය පිලිබ ගෝටාබ රාජපක්ෂ අදහස ‍ෂ්‍රී ලංකා
998,තමන්ව විස්වාස කරන පිරිමියාගේ විස්වාසය රකින්න  එතකොට ගැහැණිය ගැන තියෙන ගෞරවයත් රැකේවී ,Neutral,තමන් විස්වාස කරන පිරිමි විස්වාස රකි එතකො ගැහැන තියෙ ගෞරව රැකේව
999,රනිල් තුමනි  ගුවන් යානා නොඑන ගුවන් තොටුපළ ✈️🛬🚫 මෙන් තවත් සුදු අලියෙක් බවට පත්වීමට ඉඩ තිබුණු වරාය නගරය විදේශීය ආයෝජන 💰 කාන්දමක් ලෙස අද්දවන වාණිජ නගරයක් බවට පත් කිරීමේ කර්තව්‍යයට මුළු රටම ඔබට අද ණයගැතියි   එ් ණය අර මහ බැංකු සීන් එකට හිලව් කරගන්න බැරි වෙයිද දන්නේ නැහැ 💵 ,Political,රනිල තුම ගු යා නොඑ ගු තොටුපල ✈️🛬🚫 සුද අලිය පත්වීම ඉඩ තිබ වරා නගර විදේෂ අයෝජ 💰 කාන්දම අද්දව වානිජ නගරය පත් කිර කර්තව්‍යය මුල රටම ඔබට අද නයගැති එ් නය අර බැං සී එකට හිල කරග බැරි වෙයි ද නැහැ 💵
1000,මං විශ්රවස් නං ඔය කථාව ලියන වල්පරයෙගෙ පුක තුන්සිය බිලියන විසි එක දෙබිලියන  දහසයට පැලෙන්න කියලා  සාප කරනවා,Sexism,මං විෂ්රවස නං ඔය කථා ලිය වල්පරයෙග පුක තුන්ස බිලිය විසි එක දෙබිලිය දහසය පැලෙ කිය සාප කර
1001,සහජීවනය කියන්නේ සැම ආගමකට ජාතියකටම ගරු කිරිම මිස සැම ආගමකට ජාතියකටම පුක දීම නෙවෙයි,Sexism,සහජීවන කිය සැම අගමක ජාතියකට ගරු කිරි සැම අගමක ජාතියකට පුක දීම නෙවෙ
1002,  හුත්තො 😂😂 ෆේක් එකක් 😂😂😂,Sexism,හුත්ත 😂😂 ෆේ එක 😂😂😂
1003, සර්ලයි පුක නෑ තන් නෑ බ්‍රා ඕනිම නෑ ශෝල්ඩර් මිනිහෙක්ගෙ වගේ කියල හදන්න  අපිට පොටෝසොප් බෑනෙ,Sexism,සර්ල පුක තන් බ්‍ර ඔනි ෂෝල්ඩර මිනිහෙක්ග වගේ කිය හද අපි පොටෝසොප බෑන
1004,මට මෙච්චර කාලෙකට ඉඳගෙන ඉද්දි හිතිල තියෙන්නෙ  දැන්නම් ඉඳගෙන ඉඳලම පුක රිදෙනව වගේ  කියල විතරයි ප්‍රෙන් 😂💥🔫  ඉදගෙනඉද්දිහිතුනා,Neutral,මට මෙච්චර කාලෙක ඉදගෙ ඉද්දි හිත තියෙන්න දැන්න ඉදගෙ ඉදල පුක රිදෙන වගේ කිය විතර ප්‍ර 😂💥🔫 ඉදගෙනඉද්දිහිතු
1005, ඩොට් ඩොට් විතරක් නෙමේ ටීවී එකේ තව අවුලක් තියනවා වගේ ලොකුයි තමා හැමෝම දන්නවා  ඒ  වුනාට ඔච්චරම ලොකු නෑ මයෙ හිතේ 😅😅😅😅🔫 පුක,Sexism,ඩොට ඩොට විතර නෙ ටීව එකේ අවුල තිය වගේ ලොකු තමා හැමෝ දන් වුනා ඔච්චර ලො මයෙ හිත 😅😅😅😅🔫 පුක
1006,බුදාම්බෝ හුත්තො වට්දපක් 😂😂😂😂😂👌🔥💯 ,Sexism,බුදාම්බ හුත්ත වට්දප 😂😂😂😂😂👌🔥💯
1007,  ආයෙත් අහල අපි මෙහෙ පුක ඉරාගෙන උන්ගෙ මැච් බලනව,Neutral,අයෙ අහල අපි මෙහ පුක ඉරාගෙ උන්ග මැච බලන
1008,😂🤣😂🤣😂🤣😂🤣 සිරි ලංකොන්         කැරි කොට් 😂🤣😂🤣😂🤣😂🤣,Sexism,😂🤣😂🤣😂🤣😂🤣 සිරි ලංකො කැරි කොට 😂🤣😂🤣😂🤣😂🤣
1009, ඕකුන්ට පුක මහලා බඩ යන්න බේත් දෙන්න ඕන   හපෝ මැහුම් අස්සෙන් ලීක් උනොත් ශවර් එකෙන් බොක ගියා වගේ තියෙයි  ඉදගෙනඉද්දිහිතුනා,Sexism,ඔකුන් පුක මහ බඩ ය බේ දෙ ඔන හපෝ මැහ අස්ස ලී උන ෂවර එ බොක ගි වගේ තියෙ ඉදගෙනඉද්දිහිතු
1010, ඇත්ත වෙන්න පුලුවන්උබ තරම් පුක ගැන දන්න කවුරුත් නෑනේ මේකේ 😂😂,Sexism,ඇත්ත වෙ පුලුවන්උබ තර පුක ද කවුරු නෑන මේ 😂😂
1011, සිරාවට 😂 ඔයා වගේ පොඩි ඇච්චෙක් කියන එව්වට රිදෙයිද අනේ මට 🤭 කඩේ යන නොයන වග පේනවනෙ මේ අදාලම නැති එකකට ජනේලෙන් පුක දෙද්දි 😂,Sexism,සිරාව 😂 ඔයා වගේ පොඩි ඇච්ච කිය එව්ව රිදෙයි මට 🤭 කඩේ නොය වග පේනවන අදාල නැ එකක ජනේල පුක දෙද්දි 😂
1012,  ඕකාගෙ අලි පුක නෙහ් පේන්න බැරි පොඩි පකයෙක්,Sexism,ඔකාග අලි පුක නෙහ පේ බැරි පොඩි පකය
1013,නාසි කැරි කපිතාන්  කාලා බලන්න මැලේ කෑම කඩවල තියෙන රස කෑමක්  FoodReviewsLK ,Neutral,නාසි කැරි කපිතා  බල මැල කෑම කඩ තියෙ රස කෑම 
1014, පුක හෝදන්නෙත් නෑ කියලා කියපං දැන් ඉතින්,Sexism,පුක හෝදන්නෙ කිය කියපං
1015,  ඔවු ඔවු හැබැයි ඊට වඩා ප්‍රසිද්දයි කිරි කට්ටට කැරි දාන පොඩි අප්පොලෑ වලවුව කීවම,Sexism,ඔවු ඔවු හැබැ ඉට ප්‍රසිද්ද කිරි කට්ට කැරි දාන පොඩි අප්පොලෑ වලව කීව
1016, නෑ යකො අපෙ ගෙදර බැල්ලි කෙල්ල,Neutral,යකො අපෙ ගෙදර බැල්ලි කෙල්
1017, පුක පෙන්නන් නැති හින්දා අවුලක් නැද්ද අපේ හාමුදුරුවනේ මේ කරන දේ හරිද lka  SriLanka,Sexism,පුක පෙන්න නැ හින්ද අවුල නැද් අපේ හාමුදුරුවන කරන දේ හරි ‍ෂ්‍රී ලංකා ෂ්‍රී ලංකා
1018,උඹ මොන රූප සුන්දරී උනත් වැඩක් නෑ   පුක ලොකුවට නැත්තම් ආයි පස්ස හැරිලා බලන්නේ නෑ 😂😂,Sexism,උබ මොන රූප සුන්දර උන වැඩ පුක ලොකුව නැත්ත පස්ස හැර බල 😂😂
1019,පිදුරංගලදි පුක පෙන්නපු සිංහල කොල්ලොන්ට තිබ්බ නීතිය වෙහෙර උඩටම නැගපු තම්බි හැතිකරේට නැද්ද  පුකෙ නිතිය 😡😡😡,Racist,පිදුරංගලදි පුක පෙන්න සිංහ කොල්ලොන් තිබ්බ නීත වෙහෙර උඩට නැග තම්බි හැතිකරේ නැද් පුක නිත 😡😡😡
1020, පුක පුක නොකිය රෝස මල කියන්නද😂😂 අනේ යනෝ හාලෝ යන්න,Sexism,පුක පුක නො රෝස මල කියන්නද😂😂 යනෝ හාල ය
1021,    පුක හපනවා අල්ලලා 😬😬😬,Sexism,පුක හප අල්ල 😬😬😬
1022, බැල්ලි කෙල්ල,Neutral,බැල්ලි කෙල්
1023, අපෙ බැල්ලි කෙල්ලගෙ නමත් පිංකි,Neutral,අපෙ බැල්ලි කෙල්ලග නම පිං
1024,  ඒ අපෙ බැල්ලි යකෝ,Neutral,අපෙ බැල්ලි යකෝ
1025,  සෝන ට්‍රෙන්ඩ් වෙන්න බම් ගෑනුන්ට බඩුව කිව්වෙ නෑනේඉස්සරවෙලා  පුතේ පූර්ව ලමාවිය සංවර්ධනය කරගෙන වරෙම් මගෙ අම්මා🤗🤗🤗,Neutral,සෝන ට්‍රෙන්ඩ වෙ බම් ගෑනුන් බඩ කිව්ව නෑනේඉස්සරවෙ පුත පූර් ලමාව සංවර්ධන කරගෙ වරෙ මගෙ අම්මා🤗🤗🤗
1026,  රනිල් අගමැති කරන්න පුක ඉරාගෙන කඩේ ගිය උන්ට ඌ චිචීගෙ වෙඩිමට ගිය එක හෙනම අවුල් වෙලා උඹල වෙන එකෙක් අගමැති කලා නම් ඌ තමා රනිල් වෙනුවට යන්නෙ ඒ ගියේ රනිල් නෙවෙයි ලංකාවෙ අගමැති මහින්ද මොනා කරන්නද බං උඹල ඌවගේ ලෝක හොරෙක් අගමැති කරගත්ත එකට ඒ😂😂,Political,රනිල අගමැ කර පුක ඉරාගෙ කඩේ ගිය උන් උ චිචීග වෙඩිම ගිය එක හෙන අවුල වෙ උබල එක අගමැ කලා උ තමා රනිල යන්න ගි රනිල නෙවෙ ලංකාව අගමැ මහින් මො කරන්න බං උබල උ ලෝක හොර අගමැ කරගත්ත එකට එ😂😂
1027,අකු දිසානායක විසින් ජවිපෙ එජාපයට පාවා දෙනව කියන අය ගොඩක් දුරට විමලාවතී පාක්ෂිකයො බැරිවෙලා විමලාඔතියා ජවිපෙ නායකයා වුනානං පක්ෂෙ මහින්ද මහත්තයට පාවා දෙද්දි පුක උඩ දාගෙන නිදාගන්න එකයි කරන්නෙ ඒ හින්දා යූ එන් පී ගූ ,Political,අකු දිසානා ජවිප එජාපය ප දෙන කිය අය ගොඩ දුර විමලාවත පාක්ෂිකය බැරිවෙ විමලාඔති ජවිප නායක වුනානං පක්ෂ මහින් මහත්තය ප දෙද්දි පුක උඩ දාගෙ නිදාග එක කරන්න හින්ද යූ එන් පී ගූ
1028,ජෝඩුවක් ජිගියදාද්දි ගෑනිට පඩයක් ගියා ගැහිල්ල නවත්තපු මිනිහ ගෑනිගෙ නිකටෙන් අල්ලල හුරතලෙන්කීව මගෙ කුක්කු පැටියට බෝම්බයක් ගියා කියල මෙහෙම දෙකතුනක්වුනාලු වැඩේ ඉවරවෙලා දෙන්න පැත්තවැටිල ඉද්දිත් ගෑනිට පඩයක් ගියා අනිත්පැත්ත බලාගත්ත මිනිහ අප්පිරියාවෙන් කීව ඉඳකිං හුත්ති පඩමයි අරින්නෙ ,Sexism,ජෝඩුව ජිගියදාද්දි ගෑනි පඩය ගි ගැහ නවත්ත මිනිහ ගෑනිග නිකට අල්ල හුරතලෙන්කී මගෙ කුක් පැටිය බෝම්බය ගි කිය මෙහෙ දෙකතුනක්වුනාල වැඩ ඉවරවෙ දෙ පැත්තවැට ඉද්දි ගෑනි පඩය ගි අනිත්පැත්ත බලාගත්ත මිනිහ අප්පිරියා කීව ඉදකිං හුත් පඩම අරින්න
1029, ආයෙත් අහලා මැදිහත් වෙලා වැරැද්ද හදන්නත් හදලා ආයේ මොකටද නිකං ඌව අපහසුතාවයට පත්කරන්නේ තියලා හිතලා නිකං හිටියා ඒත් ඉතිං පුක හිනාවෙන එක නවත්තන්න අමාරුයි 😂,Neutral,අයෙ අහ මැදිහ වෙ වැරැද් හදන්න හද අයේ මොකට නිකං උව අපහසුතාවය පත්කර තිය හිත නිකං හිටි එත් ඉතිං පුක හිනාවෙ එක නවත්ත අමාරු 😂
1030, අපි තුන වසරෙදි තමා සඳමාලි ටීච ඉස්කෝලෙට ආවෙ එයා තමයි ඉස්සෙල්ලම අපේ ගම් පලාතෙ ඇහිබැම හැඩ කලේ රවුං පුක තනි කරලට ගොතාපු දිග කොන්ඩෙ හවස ඉර බහිද්දි අහසෙ පාට වගේ පාට හම    අම්මෝ ඉතිං ඉගෙනගන්න එක පැත්තකින් තියල බදාගන්න හිතුන වාර අනන්තයි අප්‍රමාණයි,Sexism,අපි තුන වසරෙදි තමා සදමාලි ටීච ඉස්කෝලෙ අවෙ එයා තම ඉස්සෙල්ල අපේ ගම් පලාත ඇහිබැ හැඩ කලේ රවුං පුක තනි කරල ගොතා දිග කොන්ඩ හවස ඉර බහිද්දි අහස පාට වගේ පාට හම අම්ම ඉතිං ඉගෙනග එක පැත්ත තිය බදාග හිතු වාර අනන්ත අප්‍රමාන
1031,ඔයාලා සිංගප්පූරුව මැලේසියාව පැත්තේ යනවා නම් මේ මී කැරි කාලා බලන්න ලොකු ගාණක් නෑ රසයි බඩත් පිරෙනවා  FoodReviewsLK FoodReviewSL  Foodie  Food foodguide ,Neutral,ඔයා සිංගප්පූර මැලේසියා පැත්ත ය මී කැරි  බල ලො ගාන රස බඩ පිරෙ     
1032, 😂😂😂  මමත් නොදැක අහක බලං ගියා   දැන් පියුමි හංසමාලිට ගොන් බඩුව කියලා බණින ඕකුන්ම තමයි කවදා හරි ඒකි අතේ සල්ලි ගැවසිලා ඒවා ආයෝජනය කරලා දියුණු උනොත් සාර්ථක කාන්තාවක් කියලා මල් තියන්නෙත්,Sexism,😂😂😂 මම නොදැක අහක බලං ගි පියු හංසමාලි ගො බඩ කිය බනි ඔකුන් තම කවද හරි එකි අතේ සල්ලි ගැවස එවා අයෝජන කර දිය උන සාර්ථක කාන්තාව කිය මල් තියන්නෙ
1033,මන් මහණ වෙනව අයියෙ   අම්ම ලග නිදි අයියෙ   මට ගෙදර අය ආදරෙ නෑ  පරණ කෙනා අතින් විතරයි ඇල්ලුවෙ ඒත් එක පාරයි  සල්ලි වලට නෙවේ ආදරෙ කරේ ඔයාට  ඩේටා ඔන් එකේම නින්ද ගියා  කිව්වනෙ ඒ මාමගෙ පුතා  ආ එ අපෙ නෑදෑයො වෙන අයිය කෙනෙක්  තාත්ත ෆෝන් එකගත්ත   අහුවෙන්න එපා හුත්තො ඕවා බොරු😂,Neutral,මන් මහන වෙන අයිය අම් ලග නිදි අයිය මට ගෙදර අය අදර පරන කෙ අත විතර ඇල්ලුව එත් එක පාර සල්ලි වලට නෙ අදර කරේ ඔයා ඩේට ඔන් එකේ නින් ගි කිව්වන මාමග පුත අපෙ නෑදෑය අය කෙන තාත්ත ෆෝ එකගත්ත අහුවෙ එපා හුත්ත ඔවා බොරු😂
1034,පතිවත බිල්ලට දීලා ආදරේ හොයන මෝඩ කෙල්ලො අනන්තයි පතිවත පූජාකරන්නෙ ආදරේට එතනින් ඉවරවෙන ආදරෙන් අස්සෙ අලුත් ආදරයක් ලැබුනම ඇත්ත කියන්නෙ අවංක කමට ඒකෙන් ප්‍රයෝජන අරන් අයින් කලාම ඒකී බඩුව තව ආදරයක් හෙව්වම ඒකී පට්ටම බඩුව  මේ  කිව්වෙ අහිංසක වගේම ජීවිතේ නොහිතා වරද්දගන සමාජෙට බඩුවක්,Neutral,පතිවත බිල්ල දී අදර හොය මෝඩ කෙල්ල අනන්ත පතිවත පූජාකරන්න අදරේ එතන ඉවරවෙ අදර අස්ස අලු අදරය ලැබුන ඇත්ත කියන්න අවංක කමට එ ප්‍රයෝජ අර අය කලා එකී බඩ අදරය හෙව්ව එකී පට්ට බඩ කිව්ව අහිංසක වගේ ජීවිත නොහිත වරද්දග සමාජෙ බඩුව
1035,ජාතික අනේ හුකපං කැරි පොන්නයෝ පක්ෂයේ සාමාජිකයෙකු ජවිපෙ සාමාජිකයෙකුට දැමූ කමෙන්ටුවක් පළවෙනි රූපයෙන්ද ජා අහු කැපො පක්ෂයේ නායක තුමාගේ සහ ලාංජනයේ රූපයක් දෙවෙනි රූපයෙන්ද දැක්වේ,Political,ජාතික හුකපං කැරි පොන්න පක්ෂ සාමාජික ජවිප සාමාජිකයෙකු දැම කමෙන්ටුව පලවෙ රූපයෙන් ජා අහු කැප පක්ෂ නා  ලාංජන රූපය දෙවෙ රූපයෙන් දැක්
1036,මේ අද ඊයෙ ඇටෙන් පොත්තෙන් එලියට ආපු උන් ගින්නෙන් උපන් සීතල film එක බලලා අප මැරුවද අප විසින් නැගූ හඬ සදා නොමියෙනු ඇත කියලා සෙල්පියක් දානකොට තමා පුක හපන් මැරෙන්න හිතෙන්නෙ 😂😂😂,Neutral,අද ඉයෙ ඇට පොත්ත එලිය අපු උන් ගින්න උ සීත  එක බල අප මැරුව අප නැග හඬ සදා නොමියෙ ඇත කිය සෙල්පිය දානකො තමා පුක හ මැරෙ හිතෙන්න 😂😂😂
1037, මහත්තයො එ හිටියෙ කොටි අයෙත් ඔනෙ  ලංකාවේ වෙනම රාජ්‍යයක් ඔනෙ කියලා එහෙ ඉදන් පුක ඉරාගෙන කෑ ගහන උන්  නැතුව දෙමල මිනිස්සු නෙමෙ දෙයියනෙ යනෙ කියලා එ මිනිස්සු අපිත් එක්ක හොදින් ඉන්නවා ලංකාවේ යුද්දෙ තිබ්බෙ කොටි එක්ක මිසක් දෙමල මිනිස්සු එක්ක නෙමෙ නිකන් බොරු නොකියා ඉන්න,Neutral,මහත්තය හිටිය කොටි අයෙ ඔනෙ ලංක වෙන රාජ්‍යය ඔනෙ කිය එහෙ ඉද පුක ඉරාගෙ කෑ ගහන උන් නැත දෙම මිනිස්ස නෙම දෙයියන යනෙ කිය මිනිස්ස අපි එක්ක හොද ඉන් ලංක යුද්ද තිබ්බ කොටි එක්ක මිස දෙම මිනිස්ස එක්ක නෙම නික බොර නොකි ඉ
1038,චෛත්‍යයක් උඩ නැඟලා තම්බි ටිකක් ෆොටෝ ගහපු එක හාමුදුරුවරු දැකල නෑ තවම  සිංහල කොල්ලෝ ටික පුක පෙන්නුවම හැදිච්ච පුකේ අමාරුව තම්බියෝ චෛත්‍යය උඩ නැග්ගාම හාමුදුරුවොන්ට හැදිච්ච නැති එකනේ පුදුම වැඩේ කියන්නේ 😏😏,Racist,චෛත්‍යය උඩ නැග තම්බි ටික ෆොට ගහ එක හාමුදුරු දැක තවම සිංහ කොල්ල ටික පුක පෙන්නුව හැද පු අමාර තම්බි චෛත්‍ය උඩ නැග්ගා හාමුදුරුවොන් හැද නැ එකන පුදු වැඩ කිය 😏😏
1039,සියළුම බෞද්ධ පරිච්ඡේදයේ මහා සංගමය සියළුම මුස්ලිම් දේශපාලන නායකයින්ගෙන් ඉල්ලා සිටින්නේ ඔවුන්ගේ නිල වගකීම් නැවත භාර ගන්නා ලෙසයි,Racist,සියලු බෞද්ධ පරිච්චේද සංගම සියලු මුස්ලි දේෂපාල නායකයි ඉ සිටි ඔව නිල වගක නැවත බාර ගන් ලෙස
1040, මල්ලී උඔව කොන් කරද්දී මං හිතුව උඔ පොඩි එකෙක් එච්චර තේරුමක් නැතුව කියවනවා කියලා එත් මෙකේ උන් උඔ ගැන කිව්ව ඒව හරි උඔලා වගේ උන් ට්‍රෙන්ඩ් වෙන්න ගැහැණියක් ට බඩුව කියන්න පුලුවන්  උබේ අම්මා ට හරි නංගිට කවුරු හරි එහෙම කිව්වොත් කට වහගෙන පලයන් හොදේ මොකද උනුත් ට්‍රෙන්ඩ් වෙන්න එහෙම කියන්නේ,Neutral,මල්ල උඔව කො කර මං හිත උඔ පොඩි එක එච්චර තේරුම නැත කියව කිය එත් මෙ උන් උඔ කිව් එව හරි උඔ වගේ උන් ට්‍රෙන්ඩ වෙ ගැහැනිය බඩ කිය පුලු උබේ අම්ම හරි නංගි කවුර හරි එහෙ කිව්ව කට වහගෙ පල හොද මොක උනු ට්‍රෙන්ඩ වෙ එහෙ කිය
1041,O M G  පොන්න රනිලෝ තෝ බුද්දාගම දියුණු කරනවලු බුද්දාගම කවුරැවත් දියුණු කරන්න බිස්නස් එකක් නොවේ මින්සුන්ගේ සර්දාව අනුව ගොඩ නැගුන ආගමක් තොගේ බොරැ පංපෝරි නැතිව හිටු,Sexism,   පො රනිල තෝ බුද්දාග දිය කරනවල බුද්දාග කවුරැ දිය කර බිස්නස එක නො මින්ස සර්දා ගොඩ නැගු අගම තො බොරැ පංපෝරි නැති හිට
1042,    අහ් දැන් දැක්කේ ඔයා ඔය දාලා පොටෝ දෙක ගහපු උන් දෙන්නා මගේ යාළුවෝ උන් මේක දැක්කා නං පුක හපාගෙන මැරෙයි ඕයි 🤦🏿‍♂️,Sexism,අහ් දැක් ඔයා ඔය දා පොට දෙක ගහ උන් දෙන් මගේ යාල උන් මේක දැක් නං පුක හපාගෙ මැරෙ ඔයි 🤦🏿‍♂️
1043,රෙද්ද ඉස්සුවේ සල්ලි වලටද මෝල වැඩි කමටද ෆිට් එකටද ලව් එකටද අදාල නැතුව ජින්තු ටික ගියාට පස්සේ රෙද්ද ඉස්සුව එකීට බඩුව කියල හංවඩු ගහන්න කලින්  රෙද්ද උස්සපු පලියට නොගහා උන්න නම් අහවරයිනෙ  වැඩෙත් කරගෙන හතර අතේ කියවන උන් නම් ඊයා  පාරෙන් ඇහුන සීන් එකක් මහත්තයෝ වද්ද ගන්න නම් එපා,Sexism,රෙද් ඉස්ස සල්ලි වලට මෝල කමට ෆිට එකට ලව් එකට අදා නැත ජින්ත ටික ගියා පස්ස රෙද් ඉස්ස එකී බඩ කිය හංවඩ ගහ කල රෙද් උස්ස පලිය නොගහ උ අහවරයින වැඩෙ කරගෙ හතර අතේ කියව උන් ඉයා පාර ඇහු සී එක මහත්ත වද් ග එපා
1044,හැම එකාටම සර් ගාගෙන හෙන ශාස්ත්‍රීය විදියට හිට් වෙන්න හදපු එකෙක් උන්නා පස්සෙ ඌත් සාමාන්‍ය ට්‍රැක් එකට වැටුනා දැන් ඌ වැඩකරන්නෙ ඇම්බැක්කෙ ඕ ඕ එක එකාගෙ කැටයම් කපනවා තව පොඩියට ලොකු තැන් වලට පුක දෙනවා හිට් වීම උදෙසා  අපිට උන්ගෙන් ආතල් ගන්න එපා කියලද කියන්නෙ  😂🔫,Sexism,හැම එකාට සර් ගාගෙ හෙන ෂාස්ත්‍ර විදිය හිට වෙ හද එක උන් පස්ස උත් සාමාන්‍ ට්‍රැ එකට වැටු උ වැඩකරන්න ඇම්බැක්ක ඔ ඔ එක එකාග කැටය කප පොඩිය ලො තැ වලට පුක දෙ හිට වීම අපි උ අතල ග එපා කියල කියන්න 😂🔫
