Text,Class
"""@Sansajran ඒ නම්.. ඔයත් එක්ක මොකක් හරි ඇරියස් එකක් කවර් කරනව ඇති.. සමහර විට කියන කරන දේ දිරවන්නෙ නැති උනාමත් ඔහොමනෙ.. ඒ අයගෙන් නම් ඒ හැටි හානියක් නෑ.  මොකෝ මූනටම තියන නෝක්කාඩුව පෙන්නනවනෙ..""",Neutral
"""අහක යන නයි රෙද්ද අස්සෙ: https://t.co/Vt9F3tT40H via @YouTube""",Neutral
"""කොළඹ වරාය නගරය: ශ්‍රී ලංකා සිතියම වෙනස්කරමින් සයුර ගොඩකිරීම අවසන් කරයි https://t.co/M9xuGqnxVO""",Neutral
"""@Jude_H_Fernando @punchi_kella @Its_DHD @PinkySandaruwni දුක් වෙන්න එපා. ඔයා රටටම ආදර්ශයක් තාත්තේ... ඔයාට කවද හරි හරියනවා...""",Neutral
"""@Wind_Desika එක ලෙඩක් නෙවෙයිනේ ඉතින් බෙහෙත් ගොඩයි""",Neutral
"""@gagani_n ම්ම්ම්.මට මතකයි. 😊""",Neutral
"""2040 දී කොළඹ වරාය නගරය දිස්වන අයුරු https://t.co/hF5AUkNtEF""",Neutral
"""එදානම් දරුව හදන්න සල්ලි නෑ කියල රාජිත කිවුවේ..😤🤮 අද දරුවට ජාතකේ කියාගෙන තාත්තල ගොඩයි..🤬🖕 #sabare_medical_faculty""",Neutral
"""@Busty_Bubble @raviyasas අපිට නම් තවමත් මතකයි......!""",Neutral
"""BBC News සිංහල - කොළඹ වරාය නගරය: ශ්‍රී ලංකා සිතියම වෙනස්කරමින් සයුර ගොඩකිරීම අවසන් කරයි https://t.co/evGyA6IzCn""",Neutral
"""කොළඹ වරාය නගරය: සයුර ගොඩකිරීම අවසන් කරයි. https://t.co/lcL7yZw6iJ https://t.co/OBRHFoPbGl""",Neutral
"""නාමල්, විමල් හා ශෂී CID යට https://t.co/lzF8TiBZUt""",Political
"""ජනාධිපති ඝාතන කුමන්ත්‍රණය ; විමල් - ශෂී CIDයට කැඳවයි  https://t.co/7bh6zQ6QGU""",Political
"""@MaheshNegombo සතියක් නොගහා ඉන්න එතකොට ඔය අත යට වෙන එකක් නෑ 😂😂😂""",Neutral
"""හැමදාම අත රිදෙනව මේ අත යට කරන් නිදියල ශිට්""",Neutral
"""@chav_ බිත්තර ආප්ප ගොඩයි මොකක්ද හරි එක?""",Neutral
"""ගොඩකර අවසන් කල වරාය නගරය https://t.co/I0GdXs2kAq""",Neutral
"""පසුගිය ආණ්ඩුව 'වරාය නගරය' ලෙස නම් කළ (පෝට් සිටි) ව්‍යාපෘතිය වත්මන් ආණ්ඩුව නම් කර ඇත්තේ 'මූල්‍ය නගරය' ලෙසය. https://t.co/AvhuoB6PuA""",Neutral
"""@JalithaAbeygun2 @sajithpremadasa @RajapaksaNamal වැලිකඩත් හොඳටම මතකයි""",Neutral
"""@maalupaan මං වැහි පීල්ලක් යට තියලා ඇවිල්ලා තියෙන්නේ හුකෑස් වෙලා ගිහිං බඩු හොයා ගන්න වත් නෑ 😭""",Neutral
"""කොළඹ වරාය නගරය: ශ්‍රී ලංකා සිතියම වෙනස්කරමින් සයුර ගොඩකිරීම අවසන් කරයි https://t.co/rooJEbGQa5""",Neutral
"""කොළඹ වරාය නගරය හැදුනාම, මෙන්න මෙහෙමයි... https://t.co/yOuT7ktCkp""",Neutral
"""@nwty_ck @chethyaaaa ඔව් 😂😂😂 සිස්සත්තෙ ලියනව ඒ කාලෙ""",Neutral
"""නිලධාරීවාදයට යට වූ රාජ්‍ය නිලධාරීන් රටේ සංවර්ධනය අඩාල කරනවා  https://t.co/LlQmcB4pd1""",Neutral
"""කොළඹ වරාය නගරය ගොඩ කර අවසන්...  #lka #PortCity #Colombo #News1st https://t.co/oGwm9gnBL8""",Neutral
"""'මූල්‍ය නගරය' බවට පත්වූ 'වරාය නගරය': දෙවන පියවරට සුදානම්  කියවන්න: https://t.co/EVN9OymK6T https://t.co/HMdw6ieEqg""",Neutral
"""ජනපති ඝාතන කුමන්ත්‍රණය පිලිබදව ප්‍රශ්ණ කිරීමට විමල් – ශෂි – නාමල් CIDයට කැදවයි. https://t.co/368CN8e1DX""",Political
"""වාරාය නගරය එපා කියලා මැරෙන්න හදපු සෙවල අගමැටියා දැන් දෙන ටෝක් බලහන්කො නොදකින්""",Neutral
"""අනිත් අයගේ Call හොරෙන් අහමු: https://t.co/CHmregt1oJ via @YouTube""",Neutral
"""මාතර අහස යට... https://t.co/Tg8vVCChxq""",Neutral
"""@iamharshana1 @iamgayash ගැනිට මතකයි තමයි එයාල බලන්නෙ ඉතින් එයාලට මොනාද ලැබෙන්නෙ කියලනේ""",Neutral
"""@FCrambutan @iamgayash අපේ ගැනිට මතකයි.ෆෝන් එකට පිං සිද්ද වෙන්න මටත් ඔය එක දවසක්වත් අමතක නැ""",Neutral
"""වරාය නගරය සදහා වැලි පිරවීම අද අවසන්.""",Neutral
"""@DJSlash9 හී අපිට මතකයි ස්ලැස් අයියාවත් එඒකාලේ""",Neutral
"""@lasankaOnline @Soulchild_Rishi පජාතො නෙමෙයි. පජෙජාතො. ඒකෙ තේරුම බබළවනවා කියන එක.""",Neutral
"""ප්‍රභූ ඝාතන සැලැස්ම සම්බන්ධව නාමල් විමල් සහ ශෂි CIDයට https://t.co/PpJVQCi4gZ""",Political
"""@SHAN_EVO_ කවද නවතීවිද මේව😂""",Neutral
"""@She_is_Nu @NotJagath @tikirimaarie අයියා බලලම කියන්න. අපි අහක බලාගෙන යන්නම්.""",Neutral
"""කවද අහන්ඩ වෙයිද මෙව්ව 😂 https://t.co/c6byuVtWXP""",Neutral
"""@isuru9696 මට මතකයි ඉස්සර මල්ලි ඒ අක්කා හොදයි තඩි උනාට එයා අහිංසකයි කියල මාව කරේ එල්ලන්න ගිය හැටි""",Neutral
"""ගොඩකර අවසන් වන වරාය නගරය  https://t.co/V2nGCStTd9""",Neutral
"""@_ArEreP_NeEvArT අඩි දෙකක් යට හිටියේ, දැන් පොලව මට්ටමට ආවා 😂""",Neutral
"""@rainbowdreamzz මතකයි නේ 🤔🤔🤔""",Neutral
"""ඉස්සර දහම් පාසලේ ගුණධර්ම කියලා දුන්නු ගුරුවරු දැන් දැක්කම අහක බලාගෙන යන්නේ, හරියට අපි එයාලට ගුණධර්ම ඉගැන්නුවේ නැහැ වගේ 🤓""",Religion
"""@SLpathumaa මුලින්ම Pinned tweet එක කියවපන්! මිනිස්සු හැමදාම එකම විදිහට ඉන්නෑ බං. උඹල හිටිය විදිහත් මතකයි :D""",Neutral
"""අපජල පද්ධතියක් පුපුරා ලිමා නගරය යට වෙයි https://t.co/b6YF8y66pC""",Neutral
"""@dead_mans_creed මතකයි නේහ් ?? 🙊""",Neutral
"""@PinkySandaruwni දැන් නම් ගොඩයි""",Neutral
"""අපජල පද්ධතියක් පුපුරා ලිමා නගරය යට වෙයි https://t.co/dI2sgIIlxM""",Neutral
"""@gayandinusha ඕක කියන්නෙ යට සාය පේන එකට""",Neutral
"""@Jude_H_Fernando කාසමක් ඇදලා නෑ අහක බලන්න""",Neutral
"""@Its_DHD පොඩ්ඩක් හිටපන් අපි නංගිගෙන් අහමු... @Kalaniimesha අයියාගේ පොඩි කාලේ ඉදලා දැන් වෙනකන් ෆොටෝ ටිකක් ට්ව්ට් කරන් යන්න""",Neutral
"""මන්දාරම් අහස යට – විසි හය වන කොටස https://t.co/Wz6B5ZWOwI""",Neutral
"""අහක යන නයි රෙද්ද අස්සේ දමා ගැනීම දැක බලා ගන්න හිතවතුනි..! 😜😜😆😆😄😄😂😂 https://t.co/5aCE84tIZH""",Neutral
"""දෙලුම් අමුණු ගොම හානිකල මයික් මහින්දගෙ ගිනුමෙන් ගෙවා සිද්ධිය ‍යට ගැසීමේ වෑයමක.""",Neutral
"""@hashikalpana @pasiya14 වැස්සියෙක් යට ඉදගන්ඩ 😂😂""",Neutral
"""මේ දැන් @ Ella Town, Sri Lanka ඇල්ල නගරය හිදී ඡායාරූපයක් පළ කරන ලදී https://t.co/PlKnYcuR19""",Neutral
"""වැස්සක්.... හීගතුවක්.... කුඩයක්....  යට මේ තරම් ආදරයක්....  ඔය පපුවට තුරුළු වෙනකොට දැනුනා මට හීගතුව පරදන ආදරණීයම උණුහුමක්...  මාව නොතෙමී නුඹ තෙමෙනෙකොට උණුහුම ඕනම නුඹටයි...  උණුහුමට එහා ගිය ආදරයක සිසිලසට තුරුළු වෙන්නට නුඹ උණුසුම් කලේ මාවයි....   #ශා https://t.co/LMqt7cwNih""",Neutral
"""""මුළු අහසින් යට සිටින සෙනඟවල් පිටට ඔබ නිසා තැතිගැන්ම හා භය පමුණුවන්ට අද දවසේ පටන්ගනිමි, ඔව්හු ඔබේ ප්‍රවෘත්තිය අසා ඔබ නිසා වෙවුලමින් අතිශයින් කැලඹෙන්නෝයයි ද්වීතීය කථාවේ 2:25හි දෙවියන්වහන්සේ ඉශ්‍රායෙල් සෙනඟට කීසේක."" https://t.co/frauyKENGt""",Neutral
"""ඔබ භාවිතයෙන් ඉවත් කරන සමහර දේවල් තවත් අයෙක්ට අත්‍යවශ්‍ය දෙයක් විය හැකි. ඒවා Bundlhub තුලින් තවත් කෙනෙකුට ලබා දී අන් යට උපකාරයක් වන අතරම පරිසරයද ආරක්ෂාකර ගන්න. #bundlhub #srilanka #share https://t.co/y2aGFKRkfH""",Neutral
"""පසුගිය දිනවල කොළඹ නගරය පුරා භීතිය පැතිරූ ""පප්පා"" කළ අමානුෂික ඝාතන එකින් එක වමරායි. රහස් තොරතුරු සියල්ල එළියට.  Read more&gt;&gt;&gt; https://t.co/8GoWzJCI2d https://t.co/CDNKn9Ihew""",Neutral
"""අහක ඉන්න, කවදාවත් දැකලත් නැති, අදාලත් නැති සිපයිලා trigger වෙද්දී තමයි ආතල්. 😂😂 ඒ අස්සේ අර කුහක කමට ඇරියස් කවර් කරන්න එන උන් ඊටත් වඩා ආතල්. අහිංසක ජීවිත. 🤭""",Neutral
"""@ranjanieguruge @RW_UNP @pcranawaka @PresRajapaksa @officialunp @JVPSriLanka වෙරළට කිසිම හානියක් අද නෑ...රනිල්  අක්කර 575 ක් උඩට ගන්න මුහුද යට අක්කර 1000 ක් යන්නේ නෑ ... අනුර   මුහුදේ හැ 200 ක් අයිතිවෙන චීන කොලනියක් අද නැ......ප ච රණවක   කවුද යකෝ මේ වගේ බොරු කියල තියෙන්නේ ? කෝ යකෝ පොර්ට් සිටිය නතර කොරන්න ඕන කියපු එවුන්.?""",Neutral
"""""සයිටම් වහන්න.. හොර උපාධි කඩ එපා.. සරසවි ප්‍රවේශ වැඩි කරන්න.. තාමත් ආරම්භ නොකල සබරගමු වයඹ වෛද්‍ය පීඨ කඩිනමින් ආරම්භ කරන්න.. """" අපි එදා පාරක් පාරක් ගානේ උන්ගෙ වතුර පාරවල් කඳුළු ගෑස් කකා වින්ද දුක අද වගේ මතකයි... ඒ... https://t.co/1pr65rJv1m""",Neutral
"""හුංගම පොලිස් වසමේ රන්න නගරය ආසන්නයේ මෝටර් රථයක් පුද්ගලික මගී ප්‍රවාහන බස් රථයක ගැටීමෙන් සිදුවූ රිය අනතුරින් මොර්ටර් රථය ධාවනය කරමින් සිටි වයස අවුරුදු 33 ක පුද්ගලයෙක් මියගොස් තිබේ. https://t.co/lldGrivJ5Z""",Neutral
"""පොහොට්ටුවේ ජාතිවාදයට යට වෙන්න එපා: ශ්‍රීලනිප සුරැකීම ජනපතිට දන්වයි https://t.co/Rbg0T32i3K #Ceylonnews #SL #LK @PodujanaParty @SLFreedomParty @MaithripalaS""",Political
"""ඇස් ඇරලා බලන්න දේශපාලනේ අහක දාන්න සෞන්දර්ය ටිකක් විදින්න එතකොට මේ රටේ තියෙන ඇත්ත ගැටලු පෙනෙයි අද #news බලද්දී දකින්න ලැබෙන්නේ හරි අමුතු දේවල් අමානුෂික සත්ව  හිංසා මිනීමැරුම් අපයෝජන මේ ඔක්කෝම මැද්දේ බලයට පොරකන දේශපාලුවෝ ඉතින් කොහොමද නේද අපි රටේ ගැටලු දකින්නේ උන් රටේ ගැටලු හංගලා""",Neutral
"""@nthathsaranii @SubodhaSemini රැවටෙන් එපා කවුරුත් හිනාව දැම්මට  විෂම පිරිල කාගෙ කාගෙත් හිත් යට  මූන පෙන්නන්න බයයි කවුරුත් ඇත්තට  බොරුවෙන් දුවන ලෝකෙ දෙවියොත් යන්නෙ වාසි පැත්තට""",Neutral
"""මායාවෙන් වැසුණු තනිකම  ""“හ්ම්... ජීවිතය හරි පුදුමයි... මායාකාරී යි.... හීනයක් වගේ.... හිස් ම හිස්.”  “වීමංසා.... ඇයි එහෙම කිව්වේ...?”  “බලන්න නදුන්... මට මතකයි 11 වසරෙදි අපේ ‘ශාන්ති’ කියලා යාළුවෙක් ව ගෙදරින් බන්දලා... https://t.co/UumIyb8jkz""",Neutral
"""@maalupaan @Umezhh @rasikalink @noodles1191 අම්මෝ ඉතින්! 😂😂 උබලටත් සැරම එකේ පුකේ අමාරුවක් නේද තියෙන්නේ? රෑට නින්ද යන්නේ නැද්ද බන් අහක යන තොප්පියක් දාගත්තේ නැත්නම්?""",Neutral
"""@nnalani1231 @Nimal15700736 @4justicefor @NimaliWijesuri3 @ApiWenuwen @JMLPBandara @GayaniGunaseke2 @ranjanieguruge @CBSL @RW_UNP @HarshadeSilvaMP @EranWick @MangalaLK @MaithripalaS @Senaratne77 @Neetwit @PresRajapaksa @ParliamentLK @randheeraM @nilanp @astroanu @hithuwakkari89 @galpathatlr @KalyanaMithraya @medaperadiga @AsIFxOubyozDmOY @ra5tha @Sudumameduvada @WasthiOfficial @DooWeere @udanaekanayake @Dilanka_ss @hesha_UNP01 @PiyumiShashi @Media_NR @tmfallen @Ru_Weerasuriya @vishiru @LUshimarie @paranawithana @JosephMorgan @amalab @mihywun @Aqua097 @hima_flake @LankanJokes @Yawathashi @ManoGanesan @PodujanaParty @Change ප්‍රධාන පක්ෂ විසින් හොරකම් දුෂණය මුලදිම නැවත්වීමට උත්සාහ නොකර හෙළි වුවහොත් බොරු කොමිෂන් දමා යට ගැසීම ද?  Prevention Is Better Than Cure Should Apply To Corruption As Well   මේකට කියන්නේ දැක්කොත් බුවා නොදැක්කොත් එබූවා      https://t.co/wNw5zJ7FuV https://t.co/cDogmKYVG8""",Neutral
"""@moogater මටත් මතකයි පොඩි කාලේ මං ෆොටෝස් ගන්නවට ආස නෑ ඒත් ඇල්බම් 10 ක් 15 ක විතර ෆොටෝස් තියෙනවා අම්මලා හොරෙන් අරගෙන. රීල් දාන පෙට්ටිය වගේ කැමරා. මං හැමදාම රීල් එක දාන්න ඉල්ලලා රීල් එකක් හරි පාවිච්චි කරන්න බැරි තත්වෙට පත් කරනවා 🙊😂❤️""",Neutral
"""#SriLanka 's latest news service #Thamillanka launched amid #ThaiPongal dawn https://t.co/v5nRvxSPEm #සිංහල #Buddhism ජනතාව රවටමින් #සිංහල තරුණ ප්‍රජාව #Racism යට යොමුකරවමින් බුද්ධ රාජ්‍යක් හදන්න #SriLankanPolitics තෝරාගත්තු ඇල් වතුරත් නිවලා බිපු දේශප්‍රේමියා අවසානයේ නැවතුනු තැන https://t.co/hzPCYowqJf""",Neutral
"""@anuramendis @officialunp @avkariyawasam අනේ මේ වස්සා-ගොන් කාර් කොම්පැනිය ගැන ඔක්කොම අපෙන් හංගගෙන හිටියනේ මෙච්චර දවස් ! හැබැයි VW  කොම්පැනියෙන් කිව්වා වගේ මතකයි මෙහේ එයාලගේ essemble point එකක් දාන්න අදහසක් නෑ කියලා . අමතක වුණා වත්ද ?""",Neutral
"""කොළඹ වරාය නගරය ඉදිරිකිරිම සඳහා වන මුහුද ගොඩකිරිමේ කටයුතු මේ වන විට සම්පූර්ණයෙන්ම අවසන් කර ඇති බව මහානගර හා බස්නාහිර සංවර්ධන අමාත්‍යාංශය සදහන් කරයි.""",Neutral
"""එක පාරක් මට මතකයි ඉස්කෝලෙදි පන්තියේ ඉස්සරහට ඇවිත් ඉංග්‍රීසින් කතාවක් කරන්න කියලා ටීචර් Stop watch එක එකේ විනාඩි 5ක් count කරගෙන හිටියා. බොලන්ලා දන්නවා නම් මම ඒ විනාඩි 5 ම කොරේ ඉස්සරහට වෙලා හිනා වෙවේවි සපත්තු දෙනෙකෙන්... https://t.co/tfwL1zsYmv""",Neutral
"""@raviyasas මතකයි....මතකයි හොදටම මතකයි......🙂 පුදුම කේන්තියෙන්... සමහර 'මඩ්ඩෝ'....අපිව උස්සන්න..ත් බලාගෙනයි හිටියේ. අද උන් නම්.. පැදුරටත් නොකියා.. 'අා..ගිය අතක් නෑැැ......' හැබැයි  'අපි නම් තාම....ඉන්නවා'  !😅""",Neutral
"""'සමතා බලවේගය' #මාරක20එපා යැයි #අධිෂ්ඨාණපූජාවට පැමිණීමට පෙර  #රැවන්විජේවර්ධන නිකමා තකහනියක් අැවිත් #මල්වතු/#අස්ගිරි මහනාහිමිවරැ වෙත විමල් වීරවංශට Jvpයට වන්දි ගෙවීමට මුදල් #පිණ්ඩපාතේට #මැදගොඩඅභයතිස්ස ස්වාමින්වහන්සේ #දළදාමාලිගාව ට වඩින බව දන්වා #අපාගත වන #මහාමුසාවාදයක් කරන ලදී🧐🤔 https://t.co/KDV4uPITD0""",Religion
"""කෙත් වතු සරුසාරයි -වැවු අමුනු  පිරි ඉතිරි ගොසින් ලක් දෙරනේ පෙර මහා නගරය සන්තොසයි දකින්නට මෙසේ සැම කල්හිම නියගයෙන් තොර සදා . නමො බුද්දාය .මෙ සැම  ශ්‍රිමා බොදින්ගේ කරුනාවෙන් යලි ලක් දෙරනේ නව නායකුට ආශිර්වාදයක්ද — in Anuradhapura https://t.co/MdQmcmFGog""",Religion
"""Gossip Lanka &gt;&gt; ගාලුමුවදොර පොර්ට් සිටි - මුහුද ගොඩ කිරීම අවසන් - ඊළඟට ගස් හා ගොඩනැගිලි: 2014 වසරේ සිට වසර 5 ක් තිස්සේ සිදු කළ කොළඹ වරාය නගරය ඉදිකිරීම සඳහා මුහුද ගොඩකිරීමේ අදියර මේ වනවිට සම්පූර්ණයෙන් අවසන් කර ඇති බව මහනගර සහ බස්නාහිර සංවර්ධන අමාත්‍යාංශය… https://t.co/9j5NMmBC7K""",Neutral
"""වෙරළු ගහ යට පුංචි කාලය කොහේ කොතැනද අහන මොහොතක මාවතේ දුරකතන හදවත නැවතුනා අනේ අම්මේ කාසි ඉවරයි ආදරේ බව කියන්නටවත් බැරි වුණා  ගමෙන් ගෙන ආ හීන කවරය තවම ඇත බෝඩිමේ ඇඳ යට සිහින විමසන මදුරුවන් මැද නිදාගන්නත් බැරි වුණා අනේ... https://t.co/zjOcwC6p0P""",Neutral
"""@amilaik @pcranawaka @sajithpremadasa @HarshadeSilvaMP @Sesiri @milindarj @AzzamAmeen @RajapaksaNamal @ErandaGinige @irajonline @SenaniSL @Malsha_K @ShehanSema @ryanpiyadasa @rathgamaya @Tre_Munasinghe @Chooti_Putha @OLDCHILD1700 @suneesashi19921 @dhammikathero @Maathalan @h_wimalabuddhi @LzOVyFgQ0O7f6Sx @FKV6TlYNlVRVGGG @ARrPBEnm7TvNOfW @d9K7dW89G0YjhQT @Indu_008 @MAHAMEGHA @sanjayastn @Maranadarab @piyasariya @TharangaDhuish1 @maHESHhArachchi @ShawnTheHBK @MikeMizaninSL @o9rYKBajUUK5rTI @zljRClvLMgRiJxG @kNqQHN1g1wK5QdN @DCRGunawardena 1978 යුගයට පෙර බොරු සොබනා වියදම් වංචාව දුෂණය අවමය නොමිලේ සපත්තු ඇදුම් පැළදුම් පොත් නොදෙන ලදි මැති ඇමතිවරු හට ඉන්ධන අධිකව වැය වන මිල අධික වාහන නොතිබුණි අවුරුදු පහෙන් විශ්‍රාම වැටුප් නොගෙවිය  1978 පසු මානප  ක්‍රමය ක්‍රියාත්මක විවෘත ආර්ථිකය විසින්  රටම ණය උගුලක පටලවා ඇත දුෂණය උපරිමය https://t.co/cmHSLUVi3V""",Political
"""@waw1949 @MangalaLK 1978 යුගයට පෙර රජයේ බොරු සොබනා වියදම් වංචාව දුෂණය අවමය නොමිලේ සපත්තු ඇදුම් පැළදුම් පොත් නොදෙන ලදි මැති ඇමතිවරු හට ඉන්ධන අධිකව වැය වන මිල අධික වාහන නොතිබුණි අවුරුදු පහෙන් විශ්‍රාම වැටුප් නොගෙවිය  1978 ව්‍යාවස්ථා මානප  ක්‍රමය ක්‍රියාත්මක විවෘත ආර්ථිකය විසින්  රටම ණය උගුලක පටලවා ඇත https://t.co/t4es0ahrzO""",Political
"""අද ඔබ කොතැනද අද මා කොතැනද දන්නේ නෑ ඔබ මටත් හොරා ජීවන මහමග සටන් වැදී ඇත නාඳුනනා පෙම්වතුන් වෙලා  මේ ඉරහඳ යට හමුවී ආදරයෙන් කතා කරපු අය සෙනේ වඩපු අය ළඟපාතකවත් නෑ  #LakFM""",Neutral
"""කෝටි 6කට අධික හෙරොයින් තොගයක් සමඟ පුද්ගලයෙක් අත්අඩංගුවට https://t.co/GxbSYP812P""",Neutral
"""සුළු වලියෙන් පසුව ඩ්‍රයිවර් මහතා අධික වේගයෙන් බසය ධාවනය කරන්නේ වලියට ආ අනිත් මගියාගෙන් පළි ගන්නට විය යුතුය.  ඒත් මගියා බසයෙන් බැස ගොසිනි•""",Neutral
"""සිනමා පටයක මෙන් කෙන්යාවේ ත්‍රස්තවාදීන් මෙල්ල කළ සුපිරි වීරයා https://t.co/r2BAKQc8kJ""",Neutral
"""@maalupaan @TheFullSt0p මං මගේ අදහස කිව්වේ ඉතිං. 😂""",Neutral
"""වසන්ත සෘතුව වෙත වර්ෂයක් හිමි නැත එහෙත් මල් මෙන් පත්ය  හැම තැන සිසිරයේ හිම මල්ය  සුළඟ හා පැන යන   අමාලි මුණසිංහ උදුවප් 2018""",Neutral
"""@SHAN_EVO_ කොටු පනින්න බෑග් අරන් යන්නෙ අහවල් එකාද බොල ? 😂""",Neutral
"""@DeV_DaZ මේ කොටු පනින්න යන ගමනක් වෙන්ටෑ 😂😂😂""",Neutral
"""හැමොගෙම ජිවිත වෙනස් වේන්න එක තප්පරයෙක් ඇති 💡මේ මුලු ලෝකෙටම විශෙශ්ෂ කෙනෙක් වේන්න #2brothers""",Neutral
"""2003 මම BnS ලඟට ආවෙ ග්‍රැෆික් ඩිසයිනර් කෙනෙක් විදිහට – හැමෝම ඉදිරියේ දිනේෂ් BnSලට වැඳපු වීඩියෝව මෙන් https://t.co/OTWZRRdCYq""",Neutral
"""රුපියල් 2000/- කට, කෑම බීම සියල්ල සමගින් පිහිනන්න, දුවන්න, පනින්න, ජල ක්‍රීඩා කරන්න, මුළු පවුලටම හිත https://t.co/lx2TpQnsVR""",Neutral
"""රාජපක්ශ යුගයේ ඝාතනය වූ ලසන්ත පිලිබඳ ඝාතන පරීක්ශන මුළු මනින්ම නොමග යවන්න කළ තවත් සැලසුමක් .... https://t.co/pD3PGwCtdJ""",Political
"""නිලී වයස ගණන් කරන්නේ අධික අවුරුදු වලින්ද බං?  #10yearchallege""",Neutral
"""@Sansajran මුළු මුහුනම පෙන්නලා අපිත් එකක් දාමුද?""",Neutral
"""අනුංඟෙ කූඩුවල බිජු නොදමන්න .. මුලු සංහතියක්ම රැකේවි.. https://t.co/rS5NAkfmlq""",Neutral
"""තමන්ගේ නොහැකියාව සගවා ගැනීමට අනුන් හට චෝදනා නගන සම හරක් සිටින සමාජයකි මේ......""",Neutral
"""මිනීමැරුම් 650කට අධික ගණනක් සිදුකල ලෝක ඉතිහාසයේ මෙතෙක් බිහිවූ යකඩ ගැහැණියගේ බිහිසුණු කතාව https://t.co/NxSZ4e5hhh""",Neutral
"""නුඹ කරන චෝදනා මුලු හිතම පාරනා අාදරේ සුසුම්  උඩු සුලගෙ පාවෙනා බය හිතෙන චෝදනා දුක එක්ක හැංගනා තාම උනුහුමයි ඇස් හඩන කාරනා""",Neutral
"""@Chandhi_Surangi @Amashani_Herath මම පොස්ට් එකට අදාලව රිප්ලයි එක විතරයි දැම්මේ විස්වාසය හැමොම රකින්න ඕන""",Neutral
"""මත් පෙති ලක්ෂයකට අධික ප්‍රමාණයක් අත්අඩංගුවට https://t.co/KSlIJCAH6T""",Neutral
"""කාමරේ... මුළු පුරා...  නෙක පොත පත විසිරිලා... මං ඔහේ... ඉන්නව ඉතින් බල බලා... 🎶😵""",Neutral
"""නුඹ කරන චෝදනා මුලු හිතම පාරලා😢 ආදරේ ඇයි මෙච්චර වේදනා 😢💔👇 https://t.co/1n6HUi7ko5""",Neutral
"""නායකත්වයව සහ කණ්ඩායම් පිලිබද ගෝඨාභය රාජපක්ෂගේ අදහස. #lka https://t.co/0zlDX4FrSX""",Neutral
"""තමන්ව විස්වාස කරන පිරිමියාගේ විස්වාසය රකින්න..  එතකොට ගැහැණිය ගැන තියෙන ගෞරවයත් රැකේවී..... https://t.co/VXIsr3O52Q""",Neutral
"""රනිල් තුමනි,  ගුවන් යානා නොඑන ගුවන් තොටුපළ ✈️🛬🚫 මෙන් තවත් සුදු අලියෙක් බවට පත්වීමට ඉඩ තිබුණු වරාය නගරය, විදේශීය ආයෝජන 💰 කාන්දමක් ලෙස අද්දවන වාණිජ නගරයක් බවට පත් කිරීමේ කර්තව්‍යයට මුළු රටම ඔබට අද ණයගැතියි.   එ් ණය අර මහ බැංකු සීන් එකට හිලව් කරගන්න බැරි වෙයිද දන්නේ නැහැ. 💵 https://t.co/OhQVqrZ7dr""",Political
"""මං විශ්රවස් නං ඔය කථාව ලියන වල්පරයෙගෙ පුක තුන්සිය බිලියන විසි එක දෙබිලියන  දහසයට පැලෙන්න කියලා  සා........ප කරනවා!""",Sexism
"""සහජීවනය කියන්නේ සැම ආගමකට ජාතියකටම ගරු කිරිම මිස සැම ආගමකට ජාතියකටම පුක දීම නෙවෙයි""",Sexism
"""@CIDDumiya @nisha_beauty1 හුත්තො 😂😂 ෆේක් එකක් 😂😂😂""",Sexism
"""@namila007 සර්ලයි පුක නෑ, තන් නෑ, බ්‍රා ඕනිම නෑ.. ශෝල්ඩර් මිනිහෙක්ගෙ වගේ කියල හදන්න  අපිට පොටෝසොප් බෑනෙ..""",Sexism
"""මට මෙච්චර කාලෙකට ඉඳගෙන ඉද්දි හිතිල තියෙන්නෙ  ""දැන්නම් ඉඳගෙන ඉඳලම පුක රිදෙනව වගේ""  කියල විතරයි ප්‍රෙන් 😂💥🔫  #ඉදගෙන_ඉද්දි_හිතුනා""",Neutral
"""@itzJambole ඩොට් ඩොට් විතරක් නෙමේ ටීවී එකේ තව අවුලක් තියනවා වගේ ලොකුයි තමා හැමෝම දන්නවා . ඒ  වුනාට ඔච්චරම ලොකු නෑ මයෙ හිතේ 😅😅😅😅🔫 #පුක""",Sexism
"""බුදාම්බෝ හුත්තො වට්දපක්! 😂😂😂😂😂👌🔥💯 https://t.co/HNtODl6nBL""",Sexism
"""@dilanka25 @kazZtr_ ආයෙත් අහල. අපි මෙහෙ පුක ඉරාගෙන උන්ගෙ මැච් බලනව""",Neutral
"""😂🤣😂🤣😂🤣😂🤣 සිරි ලංකොන්         කැරි කොට් 😂🤣😂🤣😂🤣😂🤣""",Sexism
""""" ඕකුන්ට පුක මහලා බඩ යන්න බේත් දෙන්න ඕන ""  හපෝ මැහුම් අස්සෙන් ලීක් උනොත් ශවර් එකෙන් බොක ගියා වගේ තියෙයි....  #ඉදගෙන_ඉද්දි_හිතුනා""",Sexism
"""@maalupaan ඇත්ත වෙන්න පුලුවන්.උබ තරම් පුක ගැන දන්න කවුරුත් නෑනේ මේකේ 😂😂""",Sexism
