Text,Class,Filtered_sentence
අප කිතුනුවෙක් නමට පමණක් සීමා සිටීම වැරදියි අප වෙනුවෙන් ජීවිතය පූජා කල ජේසූට අප කුමක් කලෙමු ද කියා සිතන්න අපට ලැබෙන මාසික ආදායමෙන් සියයට පහක මුදලක් පරිත්‍යාග කරමු,Religion,අප කිතුනුව නමට පමන සීම සිටී වැරදි අප ජීවිත පූජ කල ජේසූ අප කුම කල කි සිත අපට ලැබෙ මාසික අදාය සියය පහක මුදල පරිත්‍යාග කර
අප අතරින් වියෝවූ ලෝකී තරුණ මහතාට සහ ගමෝරා මෙනවියට මොක් සුව පතමු ,Religion,අප අතර වියෝව ලෝ තර මහතා ගමෝර මෙනවිය මො සුව පත
අප අතරින් වියෝවූ ලෝකී තරුණ මහතාට සහ ගමෝරා මෙනවියට මොක් සුව පතමු ,Religion,අප අතර වියෝව ලෝ තර මහතා ගමෝර මෙනවිය මො සුව පත
අප නෙත් යොමුකර සිටින්නේ දෘශ්‍යමාන දේ දෙස නොව අදෘශ්‍යමාන දේ දෙස ය දෘශ්‍යමාන දේ තාවකාලික ය අදෘශ්‍යමාන දේ සදාතනික ය    කොරින්ති     ,Religion,අප නෙ යොමුකර සිටි දෘෂ්‍යමා දේ දෙස නොව අදෘෂ්‍යමා දේ දෙස දෘෂ්‍යමා දේ තාවකාලික අදෘෂ්‍යමා දේ සදාතනික කොරින්
අප නෙත් යොමුකර සිටින්නේ දෘශ්‍යමාන දේ දෙස නොව අදෘශ්‍යමාන දේ දෙස ය දෘශ්‍යමාන දේ තාවකාලික ය අදෘශ්‍යමාන දේ සදාතනික ය    කොරින්ති     ,Religion,අප නෙ යොමුකර සිටි දෘෂ්‍යමා දේ දෙස නොව අදෘෂ්‍යමා දේ දෙස දෘෂ්‍යමා දේ තාවකාලික අදෘෂ්‍යමා දේ සදාතනික කොරින්
අද ක්‍රිස්තු රජාණන්ගේ මංගල්‍යය දිනයි…,Religion,අද ක්‍රිස්ත රජාන මංගල්‍ය දිනයි…
අද ක්‍රිස්තු රජාණන්ගේ මංගල්‍යය දිනයි…,Religion,අද ක්‍රිස්ත රජාන මංගල්‍ය දිනයි…
භාග්‍යවත් සම්බුදුරජානන්වහන්සෙට නමස්කාර වෙවා,Religion,බාග්‍ය සම්බුදුරජානන්වහන්සෙ නමස්කාර වෙ
භාග්‍යවත් සම්බුදුරජානන්වහන්සෙට නමස්කාර වෙවා,Religion,බාග්‍ය සම්බුදුරජානන්වහන්සෙ නමස්කාර වෙ
බෞද්ධ කොඩියෙ පාට පහවත් පිළිවෙලට කියාගන්න බැරි සමහර මිනිස්සු අපේ ජාතක පොතම හොයන්න එනව නේද​  එක වචනයයිබුවෑක්කා 😌  ඌරො…,Religion,බෞද්ධ කොඩිය පාට පහ පිලිවෙල කියාග බැරි සමහර මිනිස්ස අපේ ජාතක පොත හොය එනව නේද​ එක වචනයයිබුවෑක් 😌 උරො…
බෞද්ධ කොඩියෙ පාට පහවත් පිළිවෙලට කියාගන්න බැරි සමහර මිනිස්සු අපේ ජාතක පොතම හොයන්න එනව නේද​  එක වචනයයිබුවෑක්කා 😌  ඌරො වගෙ නහයවල් උස්සගෙන අනුන්ගෙ කුණු හොයන්න ඕනම කියල එකක් නෑ 🐽  අනුන්ගෙ කළුගල් වලට බෝර දාන්න කලින් තනියම බ්ලොග් ගලක්වත් හදාගත්තනම් බං ඇත්තටම​ වටිනවා 😁  ජය​  🖤,Religion,බෞද්ධ කොඩිය පාට පහ පිලිවෙල කියාග බැරි සමහර මිනිස්ස අපේ ජාතක පොත හොය එනව නේද​ එක වචනයයිබුවෑක් 😌 උරො වගෙ නහය උස්සගෙ අනුන්ග ක හොය ඔනම කිය එක 🐽 අනුන්ග කලුගල වලට බෝර දා කල තනිය බ්ලොග ගලක් හදාගත්තන බං ඇත්තටම​ වටි 😁 ජය​ 🖤
බෞද්ධ කොඩියෙ පාට පහවත් පිළිවෙලට කියාගන්න බැරි සමහර මිනිස්සු අපේ ජාතක පොතම හොයන්න එනව නේද​  එක වචනයයිබුවෑක්කා 😌  ඌරො…,Religion,බෞද්ධ කොඩිය පාට පහ පිලිවෙල කියාග බැරි සමහර මිනිස්ස අපේ ජාතක පොත හොය එනව නේද​ එක වචනයයිබුවෑක් 😌 උරො…
බෞද්ධ කොඩියෙ පාට පහවත් පිළිවෙලට කියාගන්න බැරි සමහර මිනිස්සු අපේ ජාතක පොතම හොයන්න එනව නේද​  එක වචනයයිබුවෑක්කා 😌  ඌරො වගෙ නහයවල් උස්සගෙන අනුන්ගෙ කුණු හොයන්න ඕනම කියල එකක් නෑ 🐽  අනුන්ගෙ කළුගල් වලට බෝර දාන්න කලින් තනියම බ්ලොග් ගලක්වත් හදාගත්තනම් බං ඇත්තටම​ වටිනවා 😁  ජය​  🖤,Religion,බෞද්ධ කොඩිය පාට පහ පිලිවෙල කියාග බැරි සමහර මිනිස්ස අපේ ජාතක පොත හොය එනව නේද​ එක වචනයයිබුවෑක් 😌 උරො වගෙ නහය උස්සගෙ අනුන්ග ක හොය ඔනම කිය එක 🐽 අනුන්ග කලුගල වලට බෝර දා කල තනිය බ්ලොග ගලක් හදාගත්තන බං ඇත්තටම​ වටි 😁 ජය​ 🖤
බෞද්ධ කියාගත්තු උං චිකන් අඩු ගිලින ගමං මුස්ලිම් අය හරක් මරන එක හෙලා දකිනෝළු ඉදකින්වත්  බලපිය තොපි රෙදි ඇදගෙනද ඉන්නේ කියලා😡,Religion,බෞද්ධ කියාගත්ත උං චික අඩු ගිලි ගමං මුස්ලි අය හර මරන එක හෙ දකිනෝල ඉදකින් බල තොපි රෙදි ඇදගෙන ඉ කියලා😡
බෞද්ධ කියාගත්තු උං චිකන් අඩු ගිලින ගමං මුස්ලිම් අය හරක් මරන එක හෙලා දකිනෝළු ඉදකින්වත්  බලපිය තොපි රෙදි ඇදගෙනද ඉන්නේ කියලා😡,Religion,බෞද්ධ කියාගත්ත උං චික අඩු ගිලි ගමං මුස්ලි අය හර මරන එක හෙ දකිනෝල ඉදකින් බල තොපි රෙදි ඇදගෙන ඉ කියලා😡
බැති සිතින් යුතුව පින් අනුමෝදන් වෙමි සාදු සාදු සාදු,Religion,බැ සිත යුත ප අනුමෝද ව සාද සාද සාද
බැති සිතින් යුතුව පින් අනුමෝදන් වෙමි සාදු සාදු සාදු,Religion,බැ සිත යුත ප අනුමෝද ව සාද සාද සාද
බුද්ධාගමේ තියරි හැර,Religion,බුද්ධාග තියරි
බුද්ධාගමේ තියරි හැර,Religion,බුද්ධාග තියරි
බුද්ධාගම දැනට නොගැලපුනත් පට්ට පුරාවිද්‍යාත්මක සංස්කෘතික වටිනාකමකින් හා දැනුම් පද්ධතියකින් හෙබියිනම්ඒ දැනුම් පද්ධතිය කේක් ගෙඩියකට සමාන කරානම්උබලා කරේ ඒ කේක් ගෙඩිය ගූ දාල ගූ වලින් අයිසින් කරල කැත කරල නවත්තපු එකදැන් ඒක ගූ තලිය ඇතුලේ කේක් එකක් තිබ්බත් කේක් එකක් නෙවේ ගූ තලියක් වගේ පේන්නේ,Religion,බුද්ධාග නොගැලප පට් පුරාවිද්‍යාත් සංස්කෘතික වටිනාක දැන පද්ධති හෙබියිනම්එ දැන පද්ධත කේ ගෙඩියක සමා කරානම්උබ කරේ කේ ගෙඩ ගූ දාල ගූ  අයිස කරල කැත කරල නවත්ත එකදැ එක ගූ තල ඇතුල කේ එක තිබ්බ කේ එක නෙ ගූ තලිය වගේ පේ
බුද්ධාගම දැනට නොගැලපුනත් පට්ට පුරාවිද්‍යාත්මක සංස්කෘතික වටිනාකමකින් හා දැනුම් පද්ධතියකින් හෙබියිනම්ඒ දැනුම් පද්ධතිය කේක් ගෙඩියකට සමාන කරානම්උබලා කරේ ඒ කේක් ගෙඩිය ගූ දාල ගූ වලින් අයිසින් කරල කැත කරල නවත්තපු එකදැන් ඒක ගූ තලිය ඇතුලේ කේක් එකක් තිබ්බත් කේක් එකක් නෙවේ ගූ තලියක් වගේ පේන්නේ,Religion,බුද්ධාග නොගැලප පට් පුරාවිද්‍යාත් සංස්කෘතික වටිනාක දැන පද්ධති හෙබියිනම්එ දැන පද්ධත කේ ගෙඩියක සමා කරානම්උබ කරේ කේ ගෙඩ ගූ දාල ගූ  අයිස කරල කැත කරල නවත්ත එකදැ එක ගූ තල ඇතුල කේ එක තිබ්බ කේ එක නෙ ගූ තලිය වගේ පේ
බලන්නකෝ ලස්සන අපේ ගණ දෙවියන්ගේ  🌺🙏,Religion,බලන්නක ලස්ස අපේ ගන දෙවි 🌺🙏
බලන්නකෝ ලස්සන අපේ ගණ දෙවියන්ගේ  🌺🙏,Religion,බලන්නක ලස්ස අපේ ගන දෙවි 🌺🙏
රෝමානු කතෝලික වූ අයෙක් සිංහල බෞද්ධ වුණේ ඇයි දැයි මගෙන් ප්‍රශ්න කරනවා උත්තරේ නම් රෝමන්කාරයෝ කතෝලික වෙච්චි සිංහලයෝ බෞද්ධ වෙච්චි ඒ හැර ධර්මය සිංහලයාට ම ය සිංහලයාගේ ය කියා කේවල් කිරීමක් නැත පරම්පරා පහ හයකට හත ,Religion,රෝමා කතෝලික වූ අය සිංහ බෞද්ධ ව දැ ම ප්‍රෂ් කර උත්තර රෝමන්කාර කතෝලික වෙච්චි සිංහල බෞද්ධ වෙච්චි ධර්ම සිංහලයා සිංහල කි කේ කිරීම නැත පරම්පර පහ හයක හත
රෝමානු කතෝලික වූ අයෙක් සිංහල බෞද්ධ වුණේ ඇයි දැයි මගෙන් ප්‍රශ්න කරනවා උත්තරේ නම් රෝමන්කාරයෝ කතෝලික වෙච්චි සිංහලයෝ බෞද්ධ වෙච්චි ඒ හැර ධර්මය සිංහලයාට ම ය සිංහලයාගේ ය කියා කේවල් කිරීමක් නැත පරම්පරා පහ හයකට හත ,Religion,රෝමා කතෝලික වූ අය සිංහ බෞද්ධ ව දැ ම ප්‍රෂ් කර උත්තර රෝමන්කාර කතෝලික වෙච්චි සිංහල බෞද්ධ වෙච්චි ධර්ම සිංහලයා සිංහල කි කේ කිරීම නැත පරම්පර පහ හයක හත
රහත් හිමිවරුන් Charitha Rakshitha Attalage ගෙ අලුත්ම වැඩේ 😍  ලංකාවෙ නහයෙන් අඬපු අඳෝනා සංගීතමය  ද නොවුණු කලාවක් ද නොවුණු මොකක් දෝ එකේ අවසානය සනිටුහන් කරපු සංගීත අධ්‍යක්ෂකවරුන්ගෙන්  කෙනෙක් තම යි Charitha Rakshitha Attalage  ,Religion,රහ හිමි    ගෙ අලුත් වැඩ 😍 ලංකාව නහ අඬ අදෝ සංගීතම නොව කලාව නොව මොක එකේ අවසාන සනිටුහ කර සංගීත අධ්‍යක්ෂකවර කෙන තම යි   
රහත් හිමිවරුන් Charitha Rakshitha Attalage ගෙ අලුත්ම වැඩේ 😍  ලංකාවෙ නහයෙන් අඬපු අඳෝනා සංගීතමය  ද නොවුණු කලාවක් ද නොවුණු මොකක් දෝ එකේ අවසානය සනිටුහන් කරපු සංගීත අධ්‍යක්ෂකවරුන්ගෙන්  කෙනෙක් තම යි Charitha Rakshitha Attalage  ,Religion,රහ හිමි    ගෙ අලුත් වැඩ 😍 ලංකාව නහ අඬ අදෝ සංගීතම නොව කලාව නොව මොක එකේ අවසාන සනිටුහ කර සංගීත අධ්‍යක්ෂකවර කෙන තම යි   
රටටම කිරි ඉතිරෙන  සුබ තෛපොංගල් දිනයක් වේවා  DanumaLK Thaipongal Pongal lka ictapi tvdanuma ,Religion,රටට කිරි ඉතිරෙ සුබ තෛපොංගල දිනය වේ   පොංගල ‍ෂ්‍රී ලංකා  
රටටම කිරි ඉතිරෙන  සුබ තෛපොංගල් දිනයක් වේවා  DanumaLK Thaipongal Pongal lka ictapi tvdanuma ,Religion,රටට කිරි ඉතිරෙ සුබ තෛපොංගල දිනය වේ   පොංගල ‍ෂ්‍රී ලංකා  
නසිය කිව්වත් 👊 නානා  කිව්වත් 👍 තම්බි කිව්වත් 💪 කිව්වේ ආදරයට 😍 Mohamed Nazeem අපේ ආදරණිය සටන් සගය  👏 බෙදුනු රටක් එක්කරන්න  දිවි පරදුවට තියලා ගේමක් ගහපු කොල්ලෙක් 🙏 නම Nazeem නිසා 😀 නසිය කියනවා 😍 මුස්ලිම් සහෝදරයෙක් ,Religion,නස කිව් 👊 නා කිව් 👍 තම්බි කිව් 💪 කිව් අදරය 😍   අපේ අදරන සට සගය 👏 බෙදු රට එක්කර දිවි පරදුව තිය ගේම ගහ කොල්ල 🙏 නම  😀 නස කිය 😍 මුස්ලි සහෝදරය
නසිය කිව්වත් 👊 නානා  කිව්වත් 👍 තම්බි කිව්වත් 💪 කිව්වේ ආදරයට 😍 Mohamed Nazeem අපේ ආදරණිය සටන් සගය  👏 බෙදුනු රටක් එක්කරන්න  දිවි පරදුවට තියලා ගේමක් ගහපු කොල්ලෙක් 🙏 නම Nazeem නිසා 😀 නසිය කියනවා 😍 මුස්ලිම් සහෝදරයෙක් ,Religion,නස කිව් 👊 නා කිව් 👍 තම්බි කිව් 💪 කිව් අදරය 😍   අපේ අදරන සට සගය 👏 බෙදු රට එක්කර දිවි පරදුව තිය ගේම ගහ කොල්ල 🙏 නම  😀 නස කිය 😍 මුස්ලි සහෝදරය
නිවන් දැකීමෙන්  සියල්ල අවසන් වනවානම් එහි ආරම්භය කුමක්ද  සංසාර ආරම්භය ,Religion,නි දැක සියල් අවස වනවාන එහි අරම්බ කුමක් සංසාර අරම්බ
නිවන් දැකීමෙන්  සියල්ල අවසන් වනවානම් එහි ආරම්භය කුමක්ද  සංසාර ආරම්භය ,Religion,නි දැක සියල් අවස වනවාන එහි අරම්බ කුමක් සංසාර අරම්බ
නිරාගමිකයා උබල ඇයි බන් රතන සූත්‍රය දේශනා කරන්න කීවේපිරිත් පැන් ඉසින්න කීවේ කොරෝනා හොද උනාද ඉතින්😕 බෞද්ධයා උබට බෞද්ධ දර්ශනය පිලිබද නිසි අවබෝධයක් නැති බව පෙනී යනව බන් නිරාගමිකයා එල 🤝🤝🤝 😂😂😂😂😂😂🤝🤝🤝,Religion,නිරාගමික උබල බන් රතන සූත්‍ර දේෂ කර කීවේපිරි පැ ඉසි කී කොරෝ හොද උනා ඉතින්😕 බෞද්ධ උබට බෞද්ධ දර්ෂන පිලිබ නිසි අවබෝධය නැ පෙන යනව බන් නිරාගමික එල 🤝🤝🤝 😂😂😂😂😂😂🤝🤝🤝
නිරාගමිකයා උබල ඇයි බන් රතන සූත්‍රය දේශනා කරන්න කීවේපිරිත් පැන් ඉසින්න කීවේ කොරෝනා හොද උනාද ඉතින්😕 බෞද්ධයා උබට බෞද්ධ දර්ශනය පිලිබද නිසි අවබෝධයක් නැති බව පෙනී යනව බන් නිරාගමිකයා එල 🤝🤝🤝 😂😂😂😂😂😂🤝🤝🤝,Religion,නිරාගමික උබල බන් රතන සූත්‍ර දේෂ කර කීවේපිරි පැ ඉසි කී කොරෝ හොද උනා ඉතින්😕 බෞද්ධ උබට බෞද්ධ දර්ෂන පිලිබ නිසි අවබෝධය නැ පෙන යනව බන් නිරාගමික එල 🤝🤝🤝 😂😂😂😂😂😂🤝🤝🤝
ජෙසු ජීවමානයි ,Religion,ජෙස ජීවමාන
ජෙසු ජීවමානයි ,Religion,ජෙස ජීවමාන
ජේසුස් වහන්සේගේ උපත පිළිබඳව ගාබ්‍රියෙල් දේවදූතයා මරිය තුමියට දැනුම් දීම ,Religion,ජේසුස වහන්සේ උපත ගාබ්‍රියෙල දේවදූත මර තුමිය දැන දීම
ජේසුස් වහන්සේගේ උපත පිළිබඳව ගාබ්‍රියෙල් දේවදූතයා මරිය තුමියට දැනුම් දීම ,Religion,ජේසුස වහන්සේ උපත ගාබ්‍රියෙල දේවදූත මර තුමිය දැන දීම
ජේසුස් වහන්සේ ජෙරිකෝවට සමීප වූ කල එක් අන්ධයෙක් සිඟමින් පාර අයිනේ ඉඳගෙන සිටියේ ය,Religion,ජේසුස වහන්ස ජෙරිකෝව සමීප වූ කල එක් අන්ධය සිග පාර අයින ඉදගෙ සිටි
ජේසුස් වහන්සේ ජෙරිකෝවට සමීප වූ කල එක් අන්ධයෙක් සිඟමින් පාර අයිනේ ඉඳගෙන සිටියේ ය,Religion,ජේසුස වහන්ස ජෙරිකෝව සමීප වූ කල එක් අන්ධය සිග පාර අයින ඉදගෙ සිටි
ජේසුට ඔබේ ජීවිතය වෙනස් කල හැක,Religion,ජේසු ඔබේ ජීවිත වෙනස කල හැක
ජේසුට ඔබේ ජීවිතය වෙනස් කල හැක,Religion,ජේසු ඔබේ ජීවිත වෙනස කල හැක
ජේසුනි ඔබ ශුද්ධ යි ආමෙන්,Religion,ජේස ඔබ ෂුද්ධ යි අ
ජේසුනි ඔබ ශුද්ධ යි ආමෙන්,Religion,ජේස ඔබ ෂුද්ධ යි අ
ජේසුනි මගේ මේ පුංචි ඉල්ලීම ඉටු කර දුන මැනව,Religion,ජේස මගේ පුංචි ඉල්ලී ඉටු කර දුන මැන
ජේසුනි මගේ මේ පුංචි ඉල්ලීම ඉටු කර දුන මැනව,Religion,ජේස මගේ පුංචි ඉල්ලී ඉටු කර දුන මැන
ජේසු දන්නවා අපිට ඕනි දේ නැති දේ අපිට වඩා ඇත්තට ඉල්ලන්න ඕනි අපිට ඕනි දේවල් අපිට ඕනි වෙලාවට ලබා දෙන්න කියල විතරයි,Religion,ජේස දන් අපි ඔනි දේ නැ දේ අපි ඇත්ත ඉල්ල ඔනි අපි ඔනි දේ අපි ඔනි වෙලාව ලබා දෙ කිය විතර
ජේසු දන්නවා අපිට ඕනි දේ නැති දේ අපිට වඩා ඇත්තට ඉල්ලන්න ඕනි අපිට ඕනි දේවල් අපිට ඕනි වෙලාවට ලබා දෙන්න කියල විතරයි,Religion,ජේස දන් අපි ඔනි දේ නැ දේ අපි ඇත්ත ඉල්ල ඔනි අපි ඔනි දේ අපි ඔනි වෙලාව ලබා දෙ කිය විතර
ජිවිතේ බාධා දුරුකරන ගණ දෙවියනි ඔබට ස්තූතියි ,Religion,ජිවිත බාධ දුරුකර ගන දෙවි ඔබට ස්තූති
ජිවිතේ බාධා දුරුකරන ගණ දෙවියනි ඔබට ස්තූතියි ,Religion,ජිවිත බාධ දුරුකර ගන දෙවි ඔබට ස්තූති
ජනවර්ගවල ආගමික සංස්කෘතික උරුමයන්ට ගරු කරමින් එක්සත්ව දිවිගෙවමු  via  News Alert,Religion,ජනවර්ග අගමික සංස්කෘතික උරුමයන් ගරු කර එක්සත් දිවිගෙව   
ජනවර්ගවල ආගමික සංස්කෘතික උරුමයන්ට ගරු කරමින් එක්සත්ව දිවිගෙවමු  via  News Alert,Religion,ජනවර්ග අගමික සංස්කෘතික උරුමයන් ගරු කර එක්සත් දිවිගෙව   
උතුම් ශ්‍රී මුඛ බුද්ධ වචන ගංගාව ලෝ සතුන්ගේ සසර දුක නිවාලමින් බොහෝ කල් ගලා බස්නා සේක්වා,Religion,උත මුක බුද්ධ වචන ගංගා ලෝ සත සසර දුක නිවාල කල් ගලා බස් සේක්
උතුම් ශ්‍රී මුඛ බුද්ධ වචන ගංගාව ලෝ සතුන්ගේ සසර දුක නිවාලමින් බොහෝ කල් ගලා බස්නා සේක්වා,Religion,උත මුක බුද්ධ වචන ගංගා ලෝ සත සසර දුක නිවාල කල් ගලා බස් සේක්
උබලා ගැහුවෙ කාටද IS කාරයින්ටද එහෙමත නැත්නම් ජමාත් කාරයන්ටද නෑ නේද උබල ගැහුවෙ එදා වේල හම්බ කරගන්න මහන්සි වෙන  මහන්සි වෙන උබලගෙම පංතියෙ මිනිස්සුන්ට නේද උබලා ගිනි තිබ්බෙ ISIS කාරයො ගහන්න ආව වාහන වලටද නෑ උබ ගැහුවෙ අහිංසක මනුස්සයෙක් දුක් මහන්සියෙන් හම්බ කරලා ගමනක් බිමනක් යන්න ගත්ත බයිසිකලේට හිතපල්ලා උබලා ගැහුවෙ ගිනි තිබ්බෙ බෝම්බ හැදුව කර්මාන්ත ශාලාවටද නෑ ඒ මනුස්සයා එදාවේල හම්බු කරන් කාපු පෙට්ටි කඩේට  උබලා කියනවා මුස්ලිම් කඩ වර්ජනය කරපල්ලා කියලා මරු බං එහෙම කරපං එතකොට ඒ ව්යාපාර වැහිලා ඒ මිනිස්සු පාරට වැටෙනවා කියලද හිතන් ඉන්නෙනෑ බං උන් පරම්පරා ගානකට හම්බකරලා තියෙන්නෙ ඒකෙන් ජොබ් නැතිවෙලා පාරට වැටෙන්නෙ අපේම සින්හල කෙල්ලො කොල්ලො මොකද එවයේ වැඩ කරන්නෙ බහුතරයක් මුස්ලිම් මිනිස්සු නෙවෙ බං සිංහල මිනිස්සු  මේකට විසදුම පලිගැනීම නෙවේ බං සිංහල දෙමල මුස්ලිම් අපි ඔක්කොම එකට ජීවත් වෙන එකඑකට එකතු වෙලා මේක පරද්දන එක මේක මුස්ලිම් සමාජයේ ඇති වෙච්ච දෙයක් මේක නවත්වන්න ප්‍රදාන කාර්යක් කරන්න තියෙන්නෙ මුස්ලිම් මිනිස්සුන්ට උබලා මේ කරන වැඩෙන් වෙන්නෙ පොඩි කන්ඩායමක්ව ඉන්න තව්හිඩ් කාරයොන්ට තවත් කට්ටිය එකතු වෙන එක  රටට ආදරේ නම් අපි මේක සංහිදියාවෙන් විසදගමු මේකත තවත් කලු ජූලියක් කර නොගනිමු ගින්න තියන්න ලේසි ඒත් මේක නිවන්න තව පරම්පරා ගානක් ලේ හොල්ලන්න වෙන්නත් පුලුවන් කල්පනාවෙන් වැඩකරමු කඩිසරයල් කඩිසරයල්ගෙ පෑන් තුඩින්,Religion,උබ ගැහුව කාට  කාරයින්ට එහෙමත නැත්න ජමා කාරයන්ට නේද උබල ගැහුව එදා වේල හම්බ කරග මහන්සි මහන්සි උබලගෙ පංතිය මිනිස්සුන් නේද උබ ගි තිබ්බ  කාරය ගහ අව වාහ වලට උබ ගැහුව අහිංසක මනුස්සය දු මහන්සි හම්බ කර ගමන බිමන ය ගත්ත බයිසිකලේ හිත උබ ගැහුව ගි තිබ්බ බෝම්බ හැද කර්මාන්ත ෂාලාවට මනුස්ස එදාවේ හම්බ කර කා පෙට්ටි කඩේ උබ කිය මුස්ලි කඩ වර්ජන කර කිය මරු බං එහෙ කරපං එතකො ව්යාපාර වැහ මිනිස්ස පාර වැටෙ කියල හිත ඉන්නෙනෑ බං උන් පරම්පර ගානක හම්බකර තියෙන්න එ ජොබ නැතිවෙ පාර වැටෙන්න අපේ සින්හ කෙල්ල කොල්ල මොක එව වැඩ කරන්න බහුතරය මුස්ලි මිනිස්ස නෙව බං සිංහ මිනිස්ස මේක විසදු පලිගැනී නෙ බං සිංහ දෙම මුස්ලි අපි ඔක්කො එකට ජී එකඑක එකත වෙ මේක පරද්ද එක මේක මුස්ලි සමාජ වෙච්ච දෙය මේක නවත්ව ප්‍රදා කාර්ය කර තියෙන්න මුස්ලි මිනිස්සුන් උබ කරන වැඩ වෙන්න පොඩි කන්ඩායමක් ඉ තව්හිඩ කාරයොන් කට්ට එකත එක රටට අදර අපි මේක සංහිදියා විසදග මේකත කලු ජූලිය කර නොගනි ගි තිය ලේසි එත් මේක නිව පරම්පර ගාන ලේ හොල්ල වෙන්න පුලු කල්පනා වැඩකර කඩිසරයල කඩිසරයල්ග පෑ තුඩ
උබලා ගැහුවෙ කාටද IS කාරයින්ටද එහෙමත නැත්නම් ජමාත් කාරයන්ටද නෑ නේද උබල ගැහුවෙ එදා වේල හම්බ කරගන්න මහන්සි වෙන  මහන්සි වෙන උබලගෙම පංතියෙ මිනිස්සුන්ට නේද උබලා ගිනි තිබ්බෙ ISIS කාරයො ගහන්න ආව වාහන වලටද නෑ උබ ගැහුවෙ අහිංසක මනුස්සයෙක් දුක් මහන්සියෙන් හම්බ කරලා ගමනක් බිමනක් යන්න ගත්ත බයිසිකලේට හිතපල්ලා උබලා ගැහුවෙ ගිනි තිබ්බෙ බෝම්බ හැදුව කර්මාන්ත ශාලාවටද නෑ ඒ මනුස්සයා එදාවේල හම්බු කරන් කාපු පෙට්ටි කඩේට  උබලා කියනවා මුස්ලිම් කඩ වර්ජනය කරපල්ලා කියලා මරු බං එහෙම කරපං එතකොට ඒ ව්යාපාර වැහිලා ඒ මිනිස්සු පාරට වැටෙනවා කියලද හිතන් ඉන්නෙනෑ බං උන් පරම්පරා ගානකට හම්බකරලා තියෙන්නෙ ඒකෙන් ජොබ් නැතිවෙලා පාරට වැටෙන්නෙ අපේම සින්හල කෙල්ලො කොල්ලො මොකද එවයේ වැඩ කරන්නෙ බහුතරයක් මුස්ලිම් මිනිස්සු නෙවෙ බං සිංහල මිනිස්සු  මේකට විසදුම පලිගැනීම නෙවේ බං සිංහල දෙමල මුස්ලිම් අපි ඔක්කොම එකට ජීවත් වෙන එකඑකට එකතු වෙලා මේක පරද්දන එක මේක මුස්ලිම් සමාජයේ ඇති වෙච්ච දෙයක් මේක නවත්වන්න ප්‍රදාන කාර්යක් කරන්න තියෙන්නෙ මුස්ලිම් මිනිස්සුන්ට උබලා මේ කරන වැඩෙන් වෙන්නෙ පොඩි කන්ඩායමක්ව ඉන්න තව්හිඩ් කාරයොන්ට තවත් කට්ටිය එකතු වෙන එක  රටට ආදරේ නම් අපි මේක සංහිදියාවෙන් විසදගමු මේකත තවත් කලු ජූලියක් කර නොගනිමු ගින්න තියන්න ලේසි ඒත් මේක නිවන්න තව පරම්පරා ගානක් ලේ හොල්ලන්න වෙන්නත් පුලුවන් කල්පනාවෙන් වැඩකරමු කඩිසරයල් කඩිසරයල්ගෙ පෑන් තුඩින්,Religion,උබ ගැහුව කාට  කාරයින්ට එහෙමත නැත්න ජමා කාරයන්ට නේද උබල ගැහුව එදා වේල හම්බ කරග මහන්සි මහන්සි උබලගෙ පංතිය මිනිස්සුන් නේද උබ ගි තිබ්බ  කාරය ගහ අව වාහ වලට උබ ගැහුව අහිංසක මනුස්සය දු මහන්සි හම්බ කර ගමන බිමන ය ගත්ත බයිසිකලේ හිත උබ ගැහුව ගි තිබ්බ බෝම්බ හැද කර්මාන්ත ෂාලාවට මනුස්ස එදාවේ හම්බ කර කා පෙට්ටි කඩේ උබ කිය මුස්ලි කඩ වර්ජන කර කිය මරු බං එහෙ කරපං එතකො ව්යාපාර වැහ මිනිස්ස පාර වැටෙ කියල හිත ඉන්නෙනෑ බං උන් පරම්පර ගානක හම්බකර තියෙන්න එ ජොබ නැතිවෙ පාර වැටෙන්න අපේ සින්හ කෙල්ල කොල්ල මොක එව වැඩ කරන්න බහුතරය මුස්ලි මිනිස්ස නෙව බං සිංහ මිනිස්ස මේක විසදු පලිගැනී නෙ බං සිංහ දෙම මුස්ලි අපි ඔක්කො එකට ජී එකඑක එකත වෙ මේක පරද්ද එක මේක මුස්ලි සමාජ වෙච්ච දෙය මේක නවත්ව ප්‍රදා කාර්ය කර තියෙන්න මුස්ලි මිනිස්සුන් උබ කරන වැඩ වෙන්න පොඩි කන්ඩායමක් ඉ තව්හිඩ කාරයොන් කට්ට එකත එක රටට අදර අපි මේක සංහිදියා විසදග මේකත කලු ජූලිය කර නොගනි ගි තිය ලේසි එත් මේක නිව පරම්පර ගාන ලේ හොල්ල වෙන්න පුලු කල්පනා වැඩකර කඩිසරයල කඩිසරයල්ග පෑ තුඩ
උන් වහන්සේ ශ්‍රාවකයන්ට මෙ‍සේ වදාළ සේක ”මනුෂ්‍යපුත්‍රයාණන් වැඩ සිටින දවස්වලින් එකක් වුව ද දැකීමට ඔබ ආශාවන කාලයක් පැමිණෙයි,Religion,උන් වහන්ස ෂ්‍රාවකයන් මෙ‍ස වදාල ” මනුෂ්‍යපුත්‍රයාන වැඩ සිටි දවස එක වුව දැකීම ඔබ අෂාව කාලය පැමිනෙ
